"","symbol"
"3910","NEK1"
"3911","SCRN2"
"3912","SCIN"
"3913","PXK"
"3914","GOLGA4-AS1"
"3915","MAN1C1"
"3916","CHMP4A"
"3917","TCF7"
"3918","TM2D3"
"3919","LINC01184"
"3920","AFF1"
"3921","TMEM116"
"3922","KCNS2"
"3923","XPO7"
"3924","KLF7"
"3925","MFHAS1"
"3926","NFKBIZ"
"3927","IFT22"
"3928","LOC107985075"
"3929","SLC16A3"
"3930","LMLN"
"3931","SMURF1"
"3932","PLCG2"
"3933","PDE7A"
"3934","LOC105369760"
"3935","ZNF397"
"3936","MTND2P28"
"3937","CLUAP1"
"3938","FANCM"
"3939","RAD54L"
"3940","C16orf87"
"3941","ARSB"
"3942","ACVR1"
"3943","TMEM150C"
"3944","IL1R2"
"3945","NMNAT3"
"3946","SMARCAL1"
"3947","GPRASP1"
"3948","FBXW7-AS1"
"3949","PPP1R37"
"3950","CRB2"
"3951","DDIAS"
"3952","RCHY1"
"3953","PPHLN1"
"3954","ZNF175"
"3955","PMM2"
"3956","DENND4C"
"3957","TRAPPC12"
"3958","GNRH1"
"3959","SAP130"
"3960","SEPTIN4"
"3961","SLC17A1"
"3962","FANCL"
"3963","BEX2"
"3964","SAP30L-AS1"
"3965","GRID1"
"3966","EXTL3-AS1"
"3967","SLC43A3"
"3968","UCN2"
"3969","ZNF786"
"3970","GIHCG"
"3971","MINDY2"
"3972","RTN4IP1"
"3973","HOOK2"
"3974","SMPD4BP"
"3975","PAAF1"
"3976","SLC44A2"
"3977","RERG"
"3978","DNAJC3"
"3979","SLC27A1"
"3980","ACOX2"
"3981","NPY1R"
"3982","SLC25A12"
"3983","ACO1"
"3984","GTF2B"
"3985","SFI1"
"3986","BRD4"
"3987","TDRD3"
"3988","FOXA3"
"3989","JADE3"
"3990","NPHP1"
"3991","B3GNTL1"
"3992","SPNS3"
"3993","TTLL1"
"3994","PMFBP1"
"3995","PDE4A"
"3996","RGS20"
"3997","HABP2"
"3998","SAMD9"
"3999","MIS18A"
"4000","NGRN"
"4001","SLC26A5"
"4002","CLDND1"
"4003","GCSAM"
"4004","SOX15"
"4005","KIAA0895"
"4006","CASTOR2"
"4007","HNMT"
"4008","ALKBH6"
"4009","MAOA"
"4010","LINC01003"
"4011","JOSD2"
"4012","JDP2"
"4013","POP4"
"4014","TNS1"
"4015","AKAP7"
"4016","CC2D2A"
"4017","CCL2"
"4018","SERTAD4"
"4019","HEY1"
"4020","CSGALNACT1"
"4021","OXLD1"
"4022","SPRED2"
"4023","RAB3IP"
"4024","PARD6G-AS1"
"4025","SUSD6"
"4026","LMF2"
"4027","PAN3"
"4028","WDR31"
"4029","PACRGL"
"4030","DNAL1"
"4031","TAPBPL"
"4032","LOC101928718"
"4033","MAPKAPK5-AS1"
"4034","SH3RF3"
"4035","DPP8"
"4036","TUT1"
"4037","ATF2"
"4038","CTXN1"
"4039","PSAT1"
"4040","LIME1"
"4041","ARSL"
"4042","RPRD2"
"4043","HPGD"
"4044","ALDH1L1"
"4045","WDR83"
"4046","ZNF213"
"4047","RNF170"
"4048","GGACT"
"4049","JPH1"
"4050","CLOCK"
"4051","GTF2IP1"
"4052","ZBTB12"
"4053","CHST12"
"4054","SENP1"
"4055","CDCA8"
"4056","NHLH1"
"4057","NKX3-2"
"4058","SLC9A2"
"4059","CEP152"
"4060","ABLIM2"
"4061","WDR25"
"4062","TCF19"
"4063","MUC19"
"4064","ZNF614"
"4065","EMB"
"4066","RBM24"
"4067","COCH"
"4068","AP4S1"
"4069","CCDC191"
"4070","AFAP1L1"
"4071","CNOT6L"
"4072","FOXP1"
"4073","MCM2"
"4074","ASH1L-AS1"
"4075","FBXW11"
"4076","N4BP2"
"4077","H4C5"
"4078","WSCD1"
"4079","HAUS4"
"4080","ZNF343"
"4081","DQX1"
"4082","MANEA"
"4083","LIPT1"
"4084","RAB40B"
"4085","DPY19L3"
"4086","CEP76"
"4087","CYP2R1"
"4088","WIPF1"
"4089","MYH14"
"4090","COPS9"
"4091","EFNB3"
"4092","H2BC6"
"4093","NT5M"
"4094","SRPK3"
"4095","HOMER2"
"4096","ERO1A"
"4097","ARSK"
"4098","EBF4"
"4099","SNX8"
"4100","ADD3-AS1"
"4101","TMEM81"
"4102","ZNF473"
"4103","LOC107984969"
"4104","CAMK2B"
"4105","OSMR"
"4106","SPDYE5"
"4107","CCT6P3"
"4108","MDFI"
"4109","DNAJB5"
"4110","MTMR9"
"4111","LEAP2"
"4112","KANK1"
"4113","PELI3"
"4114","HEG1"
"4115","LINC02615"
"4116","CTSK"
"4117","ULK2"
"4118","GPR3"
"4119","RGS10"
"4120","MFSD2B"
"4121","TRMT61B"
"4122","ZBTB11-AS1"
"4123","GRIN1"
"4124","WDR73"
"4125","ANKS4B"
"4126","FCER1G"
"4127","PLGRKT"
"4128","RAD52"
"4129","CCDC57"
"4130","RAB34"
"4131","DKK1"
"4132","WDR35"
"4133","RPA3"
"4134","INTS4"
"4135","ARHGAP12"
"4136","OLFML2B"
"4137","ARID2"
"4138","IFTAP"
"4139","ZGPAT"
"4140","TUBA4B"
"4141","AGA"
"4142","HRNR"
"4143","CHD5"
"4144","SGK3"
"4145","PTAFR"
"4146","AMPH"
"4147","MPP3"
"4148","CBX2"
"4149","TEDC1"
"4150","PELI2"
"4151","RHBDL3"
"4152","TGDS"
"4153","NIPAL2"
"4154","SLC38A9"
"4155","KATNAL2"
"4156","SNED1"
"4157","CCDC138"
"4158","PIAS1"
"4159","C1orf112"
"4160","SLC44A5"
"4161","ANKIB1"
"4162","ANKRD49"
"4163","H4C14"
"4164","MBNL3"
"4165","RREB1"
"4166","TPST1"
"4167","C18orf32"
"4168","TRIM67"
"4169","EFCAB10"
"4170","CTDSPL"
"4171","PRMT5-DT"
"4172","KHK"
"4173","ZNF593"
"4174","SPSB1"
"4175","PLEKHF1"
"4176","CDK17"
"4177","RIMS3"
"4178","LRRC57"
"4179","KIAA1549L"
"4180","HEATR5A"
"4181","SYNGR3"
"4182","SIK2"
"4183","BRWD3"
"4184","PDE11A"
"4185","NUPR1"
"4186","MIR924HG"
"4187","MASP2"
"4188","EPB41L4A"
"4189","SNX27"
"4190","WWOX"
"4191","MARK1"
"4192","FGGY"
"4193","ACSF2"
"4194","TMEM151A"
"4195","SGO1"
"4196","PDLIM3"
"4197","SLC6A6"
"4198","DIP2A"
"4199","IL1RAPL1"
"4200","CTSV"
"4201","ZNF75A"
"4202","JMY"
"4203","ZSWIM5"
"4204","DNAH5"
"4205","GNA15-DT"
"4206","RAB11FIP4"
"4207","IQCD"
"4208","SLC35D1"
"4209","STXBP2"
"4210","FERP1"
"4211","CUL2"
"4212","YTHDF3-DT"
"4213","MGC12916"
"4214","BMT2"
"4215","STOX1"
"4216","PAX2"
"4217","FAR2"
"4218","ZFHX4"
"4219","RUNDC3A"
"4220","GNG7"
"4221","STXBP5"
"4222","HOOK1"
"4223","DAGLA"
"4224","C8orf88"
"4225","AP4B1"
"4226","FANCD2OS"
"4227","ORC3"
"4228","FXYD6"
"4229","FST"
"4230","CCNH"
"4231","USP24"
"4232","MTATP6P1"
"4233","SLC25A21-AS1"
"4234","PDE6D"
"4235","DENND4A"
"4236","TAX1BP3"
"4237","GATA6"
"4238","GLI1"
"4239","NPR3"
"4240","NSMCE4A"
"4241","KRBA1"
"4242","DBI"
"4243","NTN1"
"4244","RP9"
"4245","AHI1"
"4246","HSPA1B"
"4247","CLK4"
"4248","PKD1P5"
"4249","LCE1C"
"4250","KLHL2"
"4251","ENOX1"
"4252","TMEM163"
"4253","IDE"
"4254","SMIM26"
"4255","PPARGC1B"
"4256","MBTPS2"
"4257","PHACTR2"
"4258","PTGER4"
"4259","NAV2-AS2"
"4260","HSD17B6"
"4261","LAMC2"
"4262","RUNDC3B"
"4263","CXXC5"
"4264","MYH11"
"4265","KLHL30"
"4266","KCNQ3"
"4267","NUCB1-AS1"
"4268","UCK2"
"4269","SIMC1"
"4270","USP21"
"4271","SLC35F2"
"4272","CYTOR"
"4273","INSIG2"
"4274","OR7E14P"
"4275","BMERB1"
"4276","GBP3"
"4277","LCTL"
"4278","P2RY11"
"4279","PKNOX1"
"4280","ANP32A"
"4281","H3C13"
"4282","APOLD1"
"4283","F2RL2"
"4284","CCSER2"
"4285","AGAP1-IT1"
"4286","ADAMTS3"
"4287","PSMA6"
"4288","RINL"
"4289","STK32A"
"4290","POLE2"
"4291","NSF"
"4292","DCAF4"
"4293","DOCK2"
"4294","YPEL2"
"4295","LRRC8C"
"4296","RPS6KA1"
"4297","TDRD7"
"4298","APOBEC3F"
"4299","FBXO11"
"4300","TBKBP1"
"4301","CNIH2"
"4302","NLK"
"4303","PRMT9"
"4304","PRR7"
"4305","COL11A2"
"4306","NKX6-2"
"4307","NUDT17"
"4308","DEGS2"
"4309","IGFL3"
"4310","ZBED9"
"4311","CABYR"
"4312","STUB1-DT"
"4313","PRMT3"
"4314","PCDHGB1"
"4315","TMEM88"
"4316","NR3C1"
"4317","PLPP4"
"4318","DNMT3B"
"4319","FNDC7"
"4320","ANKRD6"
"4321","FAM120C"
"4322","TSNAXIP1"
"4323","MARCHF8"
"4324","STEAP2"
"4325","LSAMP"
"4326","MINPP1"
"4327","LBX2"
"4328","IRAK1BP1"
"4329","TEX15"
"4330","ENPP1"
"4331","FERMT2"
"4332","GDF7"
"4333","ARL14"
"4334","IFNAR2"
"4335","SNHG3"
"4336","ARL6IP6"
"4337","NHSL1"
"4338","CTSW"
"4339","DACT2"
"4340","FRMD3"
"4341","LOC102724474"
"4342","ZNF155"
"4343","RASGRF2"
"4344","TMEM95"
"4345","HSD11B2"
"4346","LINC01166"
"4347","LAP3P2"
"4348","MAST3"
"4349","ZUP1"
"4350","JAK2"
"4351","LOC105371267"
"4352","ZNF295-AS1"
"4353","MUC12"
"4354","BTG3-AS1"
"4355","LY6G6C"
"4356","LOC105370792"
"4357","GMPR"
"4358","EFNA2"
"4359","SDCBP2"
"4360","KLRK1-AS1"
"4361","ATF7IP"
"4362","MTERF2"
"4363","FBXL16"
"4364","SBF2-AS1"
"4365","SDHA"
"4366","PGAP1"
"4367","ORC1"
"4368","COL26A1"
"4369","PDE4C"
"4370","NT5DC1"
"4371","MINCR"
"4372","CEP43"
"4373","KIF26A"
"4374","CLDN6"
"4375","SNX21"
"4376","ARID5A"
"4377","MIR3648-1"
"4378","AIFM1"
"4379","KIRREL3"
"4380","RPS18P5"
"4381","TADA2A"
"4382","CFAP221"
"4383","CCNJL"
"4384","CSRNP3"
"4385","KCNMB4"
"4386","INTS3"
"4387","GCA"
"4388","ZNF503-AS2"
"4389","ROCK1"
"4390","POLR3GL"
"4391","CASTOR3"
"4392","METAP1D"
"4393","DCPS"
"4394","KLHL33"
"4395","ZNF226"
"4396","FLNC"
"4397","LOC105370401"
"4398","METTL25"
"4399","DTYMK"
"4400","PNLDC1"
"4401","NPAS1"
"4402","LUARIS"
"4403","PPP4R4"
"4404","PSMG1"
"4405","GRPR"
"4406","STYK1"
"4407","ADAP1"
"4408","IRX3"
"4409","FCGBP"
"4410","LOC100130449"
"4411","DIS3L"
"4412","ODF2-AS1"
"4413","SRCIN1"
"4414","LOC100507564"
"4415","ZNF329"
"4416","LAMA1"
"4417","FNDC10"
"4418","GCNA"
"4419","PTK2B"
"4420","DUS2"
"4421","CD72"
"4422","WDR72"
"4423","GARRE1"
"4424","ZNF767P"
"4425","USP32"
"4426","FAM189A2"
"4427","CFAP44"
"4428","LCE1B"
"4429","FBXL14"
"4430","TBC1D12"
"4431","RPP25L"
"4432","BEND3"
"4433","TECPR1"
"4434","BRICD5"
"4435","ICA1"
"4436","DPH5"
"4437","LINC00294"
"4438","E2F1"
"4439","TICRR"
"4440","RFX1"
"4441","GPD1"
"4442","TIPIN"
"4443","GPC2"
"4444","WASHC3"
"4445","MRAP2"
"4446","DNAI3"
"4447","PLEKHA8P1"
"4448","WDR17"
"4449","NDUFB4P11"
"4450","CCDC17"
"4451","PLSCR1"
"4452","GREB1L"
"4453","ANKRD65"
"4454","PCED1B"
"4455","RASGRF1"
"4456","SNORA65"
"4457","PAXBP1-AS1"
"4458","RANBP17"
"4459","NEBL"
"4460","BDKRB2"
"4461","LINC01814"
"4462","PRODH2"
"4463","TMEM130"
"4464","TBC1D32"
"4465","ANGPTL4"
"4466","KCNH3"
"4467","ZNF35"
"4468","PTPN2"
"4469","ADAMTS15"
"4470","DNMT3A"
"4471","TUT4"
"4472","AK9"
"4473","TNNI2"
"4474","ZNF367"
"4475","DHX57"
"4476","TSPAN14"
"4477","LIF-AS2"
"4478","LRRC23"
"4479","ARR3"
"4480","E2F2"
"4481","FAM155A"
"4482","SYNGR1"
"4483","LINC02541"
"4484","RPL21P125"
"4485","LOC644656"
"4486","PRICKLE2-AS1"
"4487","LOC100996447"
"4488","CDT1"
"4489","LHPP"
"4490","FAM183A"
"4491","S100A1"
"4492","WDR62"
"4493","KCCAT198"
"4494","HINFP"
"4495","LOC400710"
"4496","NUCB2"
"4497","BTN3A2"
"4498","LINC02188"
"4499","NCBP2-AS1"
"4500","DNMBP-AS1"
"4501","NFATC1"
"4502","PHKA1"
"4503","PRTG"
"4504","MOCS1"
"4505","LOC284798"
"4506","NUP210L"
"4507","C2orf66"
"4508","DNAJC6"
"4509","OVGP1"
"4510","TEX14"
"4511","DPYSL4"
"4512","BEND6"
"4513","LINC00672"
"4514","ANKRD12"
"4515","HIVEP1"
"4516","NBEA"
"4517","PSD4"
"4518","REC8"
"4519","BMP8A"
"4520","MFSD6"
"4521","GDPD5"
"4522","FAM200A"
"4523","OPRL1"
"4524","COL5A2"
"4525","LINC01136"
"4526","FNBP1L"
"4527","GPR61"
"4528","PTGFR"
"4529","RAB24"
"4530","ZNF790-AS1"
"4531","CNTN3"
"4532","IGHG1"
"4533","TCERG1L-AS1"
"4534","MAL2-AS1"
"4535","INSYN2A"
"4536","ZSCAN9"
"4537","ZNF350"
"4538","ZNF184"
"4539","ZNF256"
"4540","ADAM19"
"4541","CACNA2D3"
"4542","NPIPA1"
"4543","RFPL3S"
"4544","LOC652276"
"4545","LY6D"
"4546","TBC1D30"
"4547","C15orf62"
"4548","INPP5D"
"4549","MARCHF4"
"4550","MPP7"
"4551","NAALAD2"
"4552","PER1"
"4553","SLC35G6"
"4554","ZNF841"
"4555","ZNF304"
"4556","HPF1"
"4557","LINC02875"
"4558","MGAT5B"
"4559","HNF4A"
"4560","FAIM"
"4561","HLA-K"
"4562","IL15RA"
"4563","VASH2"
"4564","DENND6A"
"4565","CNTN1"
"4566","LOC105371050"
"4567","LOC100289495"
"4568","CMTM1"
"4569","SSPOP"
"4570","GOLT1A"
"4571","EYA4"
"4572","RPS10"
"4573","LIN52"
"4574","NDST2"
"4575","IFT52"
"4576","RGS7"
"4577","FZD8"
"4578","LOC102724064"
"4579","EXD3"
"4580","TNFAIP3"
"4581","PLCD4"
"4582","NR3C2"
"4583","CDON"
"4584","C1QTNF6"
"4585","FAM219A"
"4586","COBLL1"
"4587","SLC38A6"
"4588","ACBD7"
"4589","TMCC1-DT"
"4590","TSSK4"
"4591","WDR97"
"4592","DNAAF11"
"4593","MGA"
"4594","PRR22"
"4595","FAM126A"
"4596","ZNF461"
"4597","AMOT"
"4598","TMEM39B"
"4599","LOC101927974"
"4600","IFT172"
"4601","SFXN4"
"4602","MSH4"
"4603","CHGB"
"4604","HSP90B2P"
"4605","TF"
"4606","MRPS28"
"4607","GLUD1P3"
"4608","ZNF23"
"4609","GATA3-AS1"
"4610","SLC22A20P"
"4611","GLTPD2"
"4612","AGBL3"
"4613","ITGAM"
"4614","MPP2"
"4615","NR4A1AS"
"4616","TMPRSS9"
"4617","CDH12"
"4618","NKX1-2"
"4619","MTFR1"
"4620","PCDHGA3"
"4621","WDFY2"
"4622","ZNF549"
"4623","RAB20"
"4624","GAN"
"4625","SNHG31"
"4626","H4C3"
"4627","CAB39L"
"4628","DTX3"
"4629","FBLN1"
"4630","C4BPA"
"4631","PNPLA7"
"4632","SPRN"
"4633","SLC4A4"
"4634","LRRC49"
"4635","NFKB1"
"4636","PDGFRL"
"4637","IKZF4"
"4638","TMEM200B"
"4639","LIMK2"
"4640","CCDC12"
"4641","TRMT9B"
"4642","NUP62CL"
"4643","AK5"
"4644","INPP5J"
"4645","PDE6C"
"4646","GNB1L"
"4647","VLDLR"
"4648","ASRGL1"
"4649","E2F8"
"4650","DXO"
"4651","CDC7"
"4652","ERICH1"
"4653","BCAS1"
"4654","BEST4"
"4655","BNIPL"
"4656","ZNF747"
"4657","RNF151"
"4658","GLCCI1"
"4659","KAZALD1"
"4660","GUCY1B1"
"4661","LOC101927418"
"4662","GRPEL2-AS1"
"4663","GRM8"
"4664","LIN7B"
"4665","HCG27"
"4666","RAB9A"
"4667","KREMEN2"
"4668","KRT8P12"
"4669","GNMT"
"4670","CHRNG"
"4671","ADAT3"
"4672","NDUFA13"
"4673","MITF"
"4674","AFG1L"
"4675","BBOF1"
"4676","ZNF460"
"4677","CLCA2"
"4678","SLC25A10"
"4679","SP140"
"4680","BACH2"
"4681","FBXO43"
"4682","TMEM30A-DT"
"4683","PBDC1"
"4684","RELCH"
"4685","EBI3"
"4686","EFCAB2"
"4687","CCDC168"
"4688","PRUNE1"
"4689","GNAZ"
"4690","CAMKK1"
"4691","MSANTD2"
"4692","PTCH2"
"4693","DIAPH3-AS1"
"4694","ASNS"
"4695","RCAN3"
"4696","AASS"
"4697","MNX1-AS1"
"4698","TNRC6B"
"4699","TNFSF13B"
"4700","SLC25A51"
"4701","HOXB9"
"4702","GLIS3-AS1"
"4703","SNAP25-AS1"
"4704","CCDC113"
"4705","GXYLT2"
"4706","IFITM10"
"4707","PAIP1P1"
"4708","MACROD2"
"4709","LGR5"
"4710","STAMBPL1"
"4711","TAGAP-AS1"
"4712","PALM"
"4713","ZNF615"
"4714","NRF1"
"4715","CENATAC"
"4716","C1orf216"
"4717","FAM13C"
"4718","H1-4"
"4719","SPDEF"
"4720","P2RY2"
"4721","PLPPR2"
"4722","SMAD5-AS1"
"4723","ARHGAP30"
"4724","GAS6-DT"
"4725","RASGEF1A"
"4726","CD27"
"4727","HSD17B7P2"
"4728","SOS2"
"4729","TBCK"
"4730","ARHGEF7"
"4731","DZANK1"
"4732","MTRF1"
"4733","SEMA3D"
"4734","HHAT"
"4735","ANKRD2"
"4736","FCHO1"
"4737","SULT1A2"
"4738","EGR3"
"4739","H2BE1"
"4740","DCAF4L1"
"4741","PROX1-AS1"
"4742","SOWAHB"
"4743","TPK1"
"4744","PINCR"
"4745","VNN2"
"4746","TBX15"
"4747","TMEM168"
"4748","AJM1"
"4749","ATP2A3"
"4750","DGKG"
"4751","POLA2"
"4752","CD274"
"4753","EFEMP2"
"4754","ISLR"
"4755","MAPK14"
"4756","CDK13-DT"
"4757","DHX58"
"4758","BLOC1S5"
"4759","LRRC43"
"4760","LINC00115"
"4761","KRTCAP2"
"4762","TRIM29"
"4763","TCEANC"
"4764","EFHB"
"4765","MORN2"
"4766","ANKRD26"
"4767","ZNF805"
"4768","FAM184B"
"4769","ARL10"
"4770","KYNU"
"4771","RILP"
"4772","RBKS"
"4773","ERMARD"
"4774","CLDN16"
"4775","FBXL8"
"4776","LRRC3"
"4777","C8orf58"
"4778","FAXC"
"4779","THBS2"
"4780","WDR86"
"4781","TRIM9"
"4782","HAS1"
"4783","PDIA5"
"4784","LOC105375304"
"4785","CBFA2T2"
"4786","LOC101928222"
"4787","CRTC1P1"
"4788","MIR600HG"
"4789","TOLLIP-DT"
"4790","WASHC1"
"4791","FES"
"4792","TTC3-AS1"
"4793","USHBP1"
"4794","LOC101927702"
"4795","SENCR"
"4796","ANKRD31"
"4797","LRRC27"
"4798","DISP2"
"4799","LDLRAD2"
"4800","CARF"
"4801","TYW1B"
"4802","IFIT1"
"4803","PAPOLG"
"4804","MATN1"
"4805","TCERG1L"
"4806","RBM34"
"4807","CCDC80"
"4808","RAB36"
"4809","TMEM40"
"4810","LOC100506258"
"4811","DLEU1"
"4812","CA12"
"4813","EVC2"
"4814","PKMP3"
"4815","KLHL35"
"4816","ZNF8-ERVK3-1"
"4817","VPS33B-DT"
"4818","PGBD1"
"4819","RBFOX3"
"4820","CENPC"
"4821","KDM1B"
"4822","ALDH3A1"
"4823","UBR1"
"4824","ATP8A2"
"4825","FAM20A"
"4826","MB"
"4827","LAMA4"
"4828","PARP11"
"4829","PARD6G"
"4830","ADCY1"
"4831","NEURL1"
"4832","ZNF585A"
"4833","GCNT1"
"4834","TJP3"
"4835","CATIP"
"4836","PRIMPOL"
"4837","CCDC15"
"4838","NXNL2"
"4839","PTCH1"
"4840","GAST"
"4841","CEP63"
"4842","SNAP91"
"4843","CCDC170"
"4844","USP43"
"4845","IL12A-AS1"
"4846","LINC02535"
"4847","KIAA0825"
"4848","MFAP3L"
"4849","MAPK13"
"4850","KCNMA1-AS1"
"4851","PRELID2"
"4852","COQ2"
"4853","SEPTIN5"
"4854","GNAL"
"4855","RBM26-AS1"
"4856","PAFAH2"
"4857","HEXA-AS1"
"4858","RNF43"
"4859","HYDIN"
"4860","KIF5C"
"4861","WIPF3"
"4862","ARMCX4"
"4863","LRRIQ1"
"4864","DHX35"
"4865","LOC105377590"
"4866","NEURL1B"
"4867","RAB6B"
"4868","COL21A1"
"4869","RAET1E-AS1"
"4870","TNFRSF4"
"4871","MTND4P15"
"4872","FAM72D"
"4873","LYST"
"4874","ABCG4"
"4875","GLIDR"
"4876","CPA4"
"4877","CFI"
"4878","LNX1"
"4879","RSPH14"
"4880","U2AF1L5"
"4881","ASB9"
"4882","PADI2"
"4883","RPL7AP43"
"4884","EPG5"
"4885","MPC1L"
"4886","CRYBG1"
"4887","THAP2"
"4888","CELF5"
"4889","TEC"
"4890","PPP1R1C"
"4891","ADAMTS6"
"4892","FBN1"
"4893","FGF12"
"4894","CRABP2"
"4895","SERPINA4"
"4896","EEF1AKMT2"
"4897","RGS16"
"4898","TMEM182"
"4899","MIRLET7A1HG"
"4900","CRYGS"
"4901","NPHP3"
"4902","HOXB5"
"4903","PDGFRB"
"4904","ARFIP1"
"4905","H2BU1"
"4906","PLA2R1"
"4907","CHIC1"
"4908","ZNF234"
"4909","KIAA0513"
"4910","DISP1"
"4911","WDR44"
"4912","SNHG26"
"4913","MAP4K3-DT"
"4914","CSNK1G2-AS1"
"4915","NRSN2-AS1"
"4916","ZSCAN20"
"4917","PODXL2"
"4918","TSPY26P"
"4919","HIGD2AP1"
"4920","MIGA1"
"4921","CTRL"
"4922","LINC02826"
"4923","SH2D4A"
"4924","PARTICL"
"4925","L1CAM"
"4926","CD14"
"4927","TRAIP"
"4928","LOC101930370"
"4929","TPST2"
"4930","NPAT"
"4931","SLC46A3"
"4932","ADAMTS9-AS1"
"4933","RADIL"
"4934","GPR37L1"
"4935","WNT9A"
"4936","LOC101927151"
"4937","EFCAB6"
"4938","ST20"
"4939","PTPRD"
"4940","TMTC1"
"4941","ATAD2B"
"4942","POLR2J3"
"4943","UCN"
"4944","LOC101927911"
"4945","LINC02902"
"4946","GPR179"
"4947","BBS4"
"4948","MB21D2"
"4949","CD83"
"4950","SLC26A3"
"4951","HLTF-AS1"
"4952","MYB"
"4953","ZMYND10"
"4954","EPHA10"
"4955","EVA1A"
"4956","SEMA6A-AS1"
"4957","SEMA6D"
"4958","KLB"
"4959","INKA1"
"4960","CCL26"
"4961","PANDAR"
"4962","ZNF419"
"4963","EOMES"
"4964","PPIEL"
"4965","THAP9-AS1"
"4966","TRMT2B"
"4967","SNTA1"
"4968","LINC01167"
"4969","FAM240C"
"4970","C17orf107"
"4971","H1-3"
"4972","PRSS12"
"4973","KCNB1"
"4974","PCDHGA11"
"4975","COL6A3"
"4976","IQCN"
"4977","NPNT"
"4978","LGALS9"
"4979","ACBD3-AS1"
"4980","ENPP5"
"4981","CDH23"
"4982","SKA1"
"4983","KIAA1328"
"4984","CHKA-DT"
"4985","BHLHE40-AS1"
"4986","FLJ30679"
"4987","EPHX2"
"4988","MECOM"
"4989","PCK1"
"4990","KLKP1"
"4991","AGAP9"
"4992","ODF3"
"4993","TCAF1P1"
"4994","CIART"
"4995","SLC2A12"
"4996","MTCO1P28"
"4997","CNIH3"
"4998","LOC389199"
"4999","BIRC5"
"5000","PKP3"
"5001","VAC14-AS1"
"5002","BTBD18"
"5003","PDX1"
"5004","RPS2P32"
"5005","TTC26"
"5006","TBXAS1"
"5007","LRAT"
"5008","GPR84"
"5009","ALX3"
"5010","AP4B1-AS1"
"5011","TIGD2"
"5012","TENM4"
"5013","PLAC4"
"5014","LOC100505549"
"5015","B3GNT3"
"5016","PPM1J"
"5017","APOBEC4"
"5018","LNCTAM34A"
"5019","ODAD2"
"5020","C21orf58"
"5021","FOXM1"
"5022","TRPM8"
"5023","GRTP1"
"5024","CPEB2-DT"
"5025","FSCN3"
"5026","LOC101930421"
"5027","PRAF2"
"5028","OSER1-DT"
"5029","ZNF235"
"5030","TTC32"
"5031","OTUD1"
"5032","NPIPB5"
"5033","AQP4-AS1"
"5034","STAG3"
"5035","LINC01164"
"5036","RAPSN"
"5037","PPP3CB-AS1"
"5038","PRR18"
"5039","SNAP25"
"5040","AMY2B"
"5041","SYTL4"
"5042","PPY"
"5043","C17orf49"
"5044","AARSD1"
"5045","SPAST"
"5046","RGCC"
"5047","LDLRAD1"
"5048","LRRC37A6P"
"5049","ENPEP"
"5050","RTN4R"
"5051","ZNF462"
"5052","ZNF385C"
"5053","SNORD4A"
"5054","MIMT1"
"5055","HLA-DOA"
"5056","CHST4"
"5057","ZNF32-AS2"
"5058","SLC8A1-AS1"
"5059","L3MBTL3"
"5060","SLC25A18"
"5061","SLC16A9"
"5062","RAB39B"
"5063","C19orf67"
"5064","CECR2"
"5065","DSCAML1"
"5066","NTF4"
"5067","LCN15"
"5068","LINC02776"
"5069","MGC16275"
"5070","PAPPA"
"5071","WWP1-AS1"
"5072","MGAM"
"5073","SLC10A1"
"5074","TMEM9B-AS1"
"5075","HEATR9"
"5076","RCBTB2"
"5077","KIF7"
"5078","SLCO5A1"
"5079","SLC7A5P1"
"5080","GALNT16"
"5081","LRRC31"
"5082","ITGA4"
"5083","MANBA"
"5084","SEC24D"
"5085","B3GNT8"
"5086","NOTCH3"
"5087","CENPU"
"5088","PAIP2B"
"5089","TTC24"
"5090","CIRBP-AS1"
"5091","NRG2"
"5092","ACSM1"
"5093","KCNA7"
"5094","WASHC5-AS1"
"5095","EDN2"
"5096","RAPGEF6"
"5097","CYB5RL"
"5098","LINC02603"
"5099","MIR4253"
"5100","PCDHGA12"
"5101","TSPAN18"
"5102","ASS1"
"5103","GPR157"
"5104","POPDC2"
"5105","KSR1"
"5106","C17orf97"
"5107","YPEL1"
"5108","CARMIL2"
"5109","PLEKHG6"
"5110","KRT8P45"
"5111","MCOLN2"
"5112","SAP30"
"5113","AIFM3"
"5114","LCE1F"
"5115","NRTN"
"5116","ACAP1"
"5117","DHFR"
"5118","DMBT1"
"5119","LOC100130548"
"5120","MIR3677"
"5121","CHRNE"
"5122","INE1"
"5123","LOC728975"
"5124","NCKAP1L"
"5125","LINC01291"
"5126","BFSP1"
"5127","CGREF1"
"5128","HNRNPD-DT"
"5129","SERPINB5"
"5130","NR2F2-AS1"
"5131","RGMA"
"5132","ALKAL2"
"5133","FBXO5"
"5134","C6orf15"
"5135","ZDHHC23"
"5136","KRTAP5-2"
"5137","KCNJ14"
"5138","CP"
"5139","PRSS33"
"5140","ZNF529-AS1"
"5141","NPIPB11"
"5142","FAM124A"
"5143","FMO5"
"5144","C2CD4C"
"5145","SPAG6"
"5146","RIPOR2"
"5147","LINC01529"
"5148","MEGF11"
"5149","RPL28P2"
"5150","GCH1"
"5151","APBA1"
"5152","PRSS30P"
