"","symbol"
"1371","PKDCC"
"1372","HAPLN3"
"1373","MVD"
"1374","USP40"
"1375","SMYD3"
"1376","CDCA2"
"1377","NFATC2"
"1378","TUBGCP3"
"1379","FYN"
"1380","AKAP8L"
"1381","SLAMF7"
"1382","STT3B"
"1383","UMAD1"
"1384","KLHL11"
"1385","NORAD"
"1386","EGLN1"
"1387","LMBR1L"
"1388","PDGFD"
"1389","CNTNAP3"
"1390","HNF1B"
"1391","MEIS2"
"1392","LARS2"
"1393","TSPYL1"
"1394","PDRG1"
"1395","MAML2"
"1396","KAT6B"
"1397","ARL14EP"
"1398","PLCE1"
"1399","SEC61A1"
"1400","LCORL"
"1401","CASK"
"1402","FOXC1"
"1403","KIFC1"
"1404","PLIN2"
"1405","NDC1"
"1406","DTWD2"
"1407","ASXL2"
"1408","DGLUCY"
"1409","ENAH"
"1410","CDKN2C"
"1411","FBXO22"
"1412","SPIRE1"
"1413","ANKRD28"
"1414","DGKA"
"1415","SELENOW"
"1416","PGF"
"1417","TSPAN15"
"1418","IL11"
"1419","FSIP1"
"1420","CGNL1"
"1421","ALG2"
"1422","GMPS"
"1423","KLC2"
"1424","ENOX2"
"1425","MTOR"
"1426","RAB11FIP3"
"1427","NSUN5"
"1428","MR1"
"1429","RNF128"
"1430","RRM2"
"1431","LIPC"
"1432","PRKAR2B"
"1433","NSMCE3"
"1434","WDR81"
"1435","NUP93"
"1436","KAT2B"
"1437","CFH"
"1438","SNX10"
"1439","SGO2"
"1440","MAD2L1BP"
"1441","TOR1A"
"1442","WDFY3"
"1443","TNFRSF19"
"1444","ADD2"
"1445","SAT1"
"1446","SEMA3E"
"1447","TXNIP"
"1448","POGLUT3"
"1449","ZNF441"
"1450","RFK"
"1451","WHAMM"
"1452","MKI67"
"1453","FUS"
"1454","SSPN"
"1455","FASTKD5"
"1456","LOC389641"
"1457","CASP7"
"1458","GTF2I"
"1459","GLB1"
"1460","SLMAP"
"1461","TCF20"
"1462","UBAC2"
"1463","DENND5B"
"1464","CYP4F11"
"1465","H2AW"
"1466","CDIN1"
"1467","CLASP2"
"1468","ITPRIPL2"
"1469","SEL1L"
"1470","SCFD2"
"1471","THRIL"
"1472","ADAMTS9"
"1473","ZNF513"
"1474","TSPAN5"
"1475","RHOT2"
"1476","CDC20"
"1477","PPP1R3C"
"1478","PDIA4"
"1479","CCNB2"
"1480","BTRC"
"1481","ZNF319"
"1482","PPARA"
"1483","DPYSL5"
"1484","CEP95"
"1485","ZNRF3"
"1486","ALAS1"
"1487","RB1"
"1488","MAP3K21"
"1489","FEM1A"
"1490","FNBP1"
"1491","SERPINE1"
"1492","ANTXR1"
"1493","UBE4B"
"1494","MAP2K5"
"1495","SUPT3H"
"1496","HTT"
"1497","RTN3"
"1498","KANK3"
"1499","SEMA4B"
"1500","RBFOX2"
"1501","SKAP2"
"1502","WDR70"
"1503","FOXO1"
"1504","HTRA1"
"1505","OXCT1"
"1506","EXT2"
"1507","MAPK1"
"1508","NSD1"
"1509","C12orf76"
"1510","MAP1LC3B"
"1511","MYLIP"
"1512","VPS18"
"1513","PTGFRN"
"1514","NUP98"
"1515","CEP57"
"1516","EEFSEC"
"1517","TNFAIP2"
"1518","XIST"
"1519","UBE2Q1"
"1520","GALM"
"1521","STX5-DT"
"1522","TRIM32"
"1523","CYHR1"
"1524","FOXL2"
"1525","EHD4"
"1526","PHF1"
"1527","LARP4B"
"1528","SLC38A10"
"1529","IGFBP4"
"1530","RBBP6"
"1531","ARSJ"
"1532","VPS13A"
"1533","SNX9"
"1534","UGGT2"
"1535","EZH2"
"1536","APBB3"
"1537","REM2"
"1538","TULP4"
"1539","FAM110B"
"1540","ATP9B"
"1541","RFC3"
"1542","SHISA9"
"1543","RNF216"
"1544","PCNX2"
"1545","TNFRSF10B"
"1546","ATP6V0B"
"1547","FAM117B"
"1548","CD55"
"1549","PYGB"
"1550","SLC29A2"
"1551","SRBD1"
"1552","SEC14L1"
"1553","KLF4"
"1554","PLK1"
"1555","MSL1"
"1556","RAPGEF2"
"1557","ITGB3"
"1558","TNFAIP1"
"1559","ATP6V1G1"
"1560","MTX3"
"1561","SUPT5H"
"1562","SUSD1"
"1563","RPA1"
"1564","UBFD1"
"1565","GNG12"
"1566","APOE"
"1567","TMEM97"
"1568","CELF2"
"1569","CASP3"
"1570","EFCAB11"
"1571","TTC3"
"1572","H4C8"
"1573","PFKFB3"
"1574","SF3B4"
"1575","ERBIN"
"1576","TGM2"
"1577","SUMF1"
"1578","PIM3"
"1579","SACS"
"1580","LAD1"
"1581","MRPL27"
"1582","C6orf226"
"1583","HIVEP3"
"1584","ATG5"
"1585","PTP4A1"
"1586","GATAD2A"
"1587","RACGAP1"
"1588","DAAM1"
"1589","ITPR2"
"1590","DEDD2"
"1591","BRF2"
"1592","MAZ"
"1593","HSD17B12"
"1594","AAR2"
"1595","SEMA3F"
"1596","TNFRSF21"
"1597","TPD52L1"
"1598","CENPM"
"1599","RPS6KA2"
"1600","IRS2"
"1601","KTN1"
"1602","BCL2L1"
"1603","MED27"
"1604","MBNL2"
"1605","GGNBP1"
"1606","DNAJB4"
"1607","UBE2D2"
"1608","INPP5E"
"1609","IER3"
"1610","TACC3"
"1611","UHMK1"
"1612","FER"
"1613","ADIPOR1"
"1614","C3orf52"
"1615","SOCS1"
"1616","IQGAP1"
"1617","ABALON"
"1618","PACSIN2"
"1619","LSMEM1"
"1620","DOCK7"
"1621","IP6K2"
"1622","MMS22L"
"1623","BIRC6"
"1624","ZRSR2"
"1625","GAS2L3"
"1626","CHRAC1"
"1627","ENTR1"
"1628","VTCN1"
"1629","PIBF1"
"1630","EPB41L4B"
"1631","EID2"
"1632","ZMYM4"
"1633","ZWILCH"
"1634","EMC7"
"1635","KHDRBS1"
"1636","ETV6"
"1637","TRIOBP"
"1638","TOB1"
"1639","PLEKHG4"
"1640","PSMA1"
"1641","KIF23"
"1642","DSE"
"1643","DEF6"
"1644","SLC25A30"
"1645","VCAN"
"1646","PHLDB2"
"1647","ABCA3"
"1648","PI4KAP1"
"1649","CCNT1"
"1650","ACOX1"
"1651","AKAP17A"
"1652","SYNE1"
"1653","IL1R1"
"1654","MTR"
"1655","B2M"
"1656","GBF1"
"1657","FGD4"
"1658","GALE"
"1659","ZFP36"
"1660","ACTR3"
"1661","RO60"
"1662","UNC13A"
"1663","THEM6"
"1664","MIDN"
"1665","ATP6V1F"
"1666","THRB"
"1667","DUSP11"
"1668","KMT2B"
"1669","APLP2"
"1670","ALDH1B1"
"1671","CHN1"
"1672","ASB16-AS1"
"1673","PSMC5"
"1674","PAQR7"
"1675","ITPR3"
"1676","KCNIP4"
"1677","SASH1"
"1678","MAP3K14"
"1679","B4GALT5"
"1680","IKZF2"
"1681","BAZ1B"
"1682","ATP11C"
"1683","FAM168A"
"1684","BHLHE41"
"1685","ATF7"
"1686","LIPE-AS1"
"1687","CTPS2"
"1688","CDC42SE1"
"1689","NR4A1"
"1690","CEP112"
"1691","PCDH7"
"1692","MOXD1"
"1693","HCG20"
"1694","CNNM2"
"1695","EP400"
"1696","C16orf74"
"1697","NEIL3"
"1698","CDH24"
"1699","MTHFD1L"
"1700","INPPL1"
"1701","MTA3"
"1702","STIM2"
"1703","NR4A2"
"1704","MAPRE2"
"1705","ULK1"
"1706","NCDN"
"1707","MIEF1"
"1708","ARPIN"
"1709","TEAD3"
"1710","NEAT1"
"1711","BTBD9"
"1712","ACTG1"
"1713","NEDD4L"
"1714","RALGPS1"
"1715","DNTTIP2"
"1716","NUF2"
"1717","SGMS1"
"1718","SNX25"
"1719","CAPN5"
"1720","RAB27A"
"1721","HDGF"
"1722","NPTX2"
"1723","TGM1"
"1724","DNAAF9"
"1725","PRKAR2A"
"1726","DNAH11"
"1727","MEGF9"
"1728","PLD5"
"1729","ZKSCAN5"
"1730","ZNF330"
"1731","CDYL"
"1732","ATP8B1"
"1733","NASP"
"1734","DYNLT4"
"1735","AGTPBP1"
"1736","TRIM37"
"1737","BRPF1"
"1738","MCM10"
"1739","TECPR2"
"1740","B3GALT5"
"1741","TRIM52"
"1742","ATXN1"
"1743","SHTN1"
"1744","VAV3"
"1745","KCNJ16"
"1746","ERP44"
"1747","NUP153"
"1748","RARG"
"1749","KNTC1"
"1750","FOXO3"
"1751","PLXND1"
"1752","GRK3"
"1753","PPP2R3A"
"1754","POLG2"
"1755","ASNSD1"
"1756","OSER1"
"1757","TOR2A"
"1758","VPS8"
"1759","TMEM64"
"1760","INSR"
"1761","CREBBP"
"1762","ASB16"
"1763","SCN5A"
"1764","BASP1"
"1765","SPG7"
"1766","SERINC4"
"1767","IVNS1ABP"
"1768","GPRC5A"
"1769","CHM"
"1770","EIF4EBP1"
"1771","RRN3"
"1772","COQ8A"
"1773","PHPT1"
"1774","CCNF"
"1775","AP5B1"
"1776","PARP3"
"1777","AP5Z1"
"1778","RPS17"
"1779","ATP2B1"
"1780","SRSF3"
"1781","NIBAN2"
"1782","B3GAT2"
"1783","GLA"
"1784","KIF12"
"1785","MCTP1"
"1786","HSPA2"
"1787","H2BC5"
"1788","IER3-AS1"
"1789","PMS2CL"
"1790","ADRA2C"
"1791","LRRC41"
"1792","CA14"
"1793","KIF13A"
"1794","TMPO-AS1"
"1795","CD2AP"
"1796","KIAA1958"
"1797","ALOXE3"
"1798","ZNF658"
"1799","HSPG2"
"1800","SAP18"
"1801","TSKU"
"1802","RELT"
"1803","UNC119"
"1804","MRPL48"
"1805","VIL1"
"1806","CRYAB"
"1807","PLXNA2"
"1808","DHX38"
"1809","EFHC1"
"1810","SUPT6H"
"1811","PPP2R5B"
"1812","CCDC43"
"1813","SLC35E4"
"1814","COMMD7"
"1815","MTCO1P12"
"1816","DYRK3"
"1817","POLD3"
"1818","MBD1"
"1819","DYNLL2"
"1820","IL12A"
"1821","NMB"
"1822","FAM241B"
"1823","LYPLA2"
"1824","COIL"
"1825","PIEZO1"
"1826","JCAD"
"1827","SLC4A7"
"1828","GBE1"
"1829","ASPM"
"1830","ZMAT3"
"1831","TPRN"
"1832","HECTD4"
"1833","UFM1"
"1834","ZNF317"
"1835","FNDC3A"
"1836","FTL"
"1837","NEU1"
"1838","ARL13B"
"1839","BLM"
"1840","NINJ1"
"1841","TJP1"
"1842","CHMP1B"
"1843","HELLS"
"1844","APAF1"
"1845","BEAN1"
"1846","TSIX"
"1847","TAOK3"
"1848","ZBTB34"
"1849","EML4"
"1850","PI4KA"
"1851","GLI3"
"1852","SEMA5A"
"1853","IGFBP6"
"1854","MRPS34"
"1855","ANKRD46"
"1856","SPECC1L"
"1857","PKN1"
"1858","BLOC1S4"
"1859","MORC4"
"1860","BRPF3"
"1861","WDTC1"
"1862","IARS1"
"1863","WWTR1"
"1864","HCCS"
"1865","ANAPC2"
"1866","ZNF563"
"1867","RHOT1"
"1868","P2RY1"
"1869","MED19"
"1870","DDX46"
"1871","KDM2A"
"1872","FAM98C"
"1873","ZBTB6"
"1874","ISOC2"
"1875","SLC35F5"
"1876","TOM1L2"
"1877","SATB2"
"1878","ACSL3"
"1879","STX6"
"1880","NCBP2"
"1881","SH3BP5-AS1"
"1882","A1CF"
"1883","CPS1"
"1884","PLD1"
"1885","PITRM1"
"1886","PSMD8"
"1887","H4C9"
"1888","ADORA1"
"1889","GEM"
"1890","EVC"
"1891","KLHL15"
"1892","FLJ13224"
"1893","C2CD2"
"1894","SIDT2"
"1895","PTPRG-AS1"
"1896","H2BC18"
"1897","CS"
"1898","ZNF596"
"1899","NPPC"
"1900","SLC43A1"
"1901","RRM1"
"1902","PLS3"
"1903","KCNS3"
"1904","ADAMTS1"
"1905","TRIB3"
"1906","BAG3"
"1907","DPP9"
"1908","DMXL2"
"1909","PDE1C"
"1910","VANGL1"
"1911","SDF2"
"1912","C1orf162"
"1913","GDI2"
"1914","NIN"
"1915","SCRIB"
"1916","LARS1"
"1917","SIPA1L2"
"1918","UBE2L3"
"1919","EPS15"
"1920","GRK5"
"1921","E2F7"
"1922","DENND1B"
"1923","OLFML2A"
"1924","ZNF407"
"1925","MEGF8"
"1926","PPP1R9B"
"1927","NFIB"
"1928","KIAA1191"
"1929","BCAS2"
"1930","CABLES1"
"1931","NRG4"
"1932","ITGA3"
"1933","SNAI1"
"1934","ABLIM1"
"1935","DHCR7"
"1936","B4GALNT1"
"1937","CDKAL1"
"1938","YOD1"
"1939","WDR19"
"1940","RNF145"
"1941","POLQ"
"1942","ZFYVE27"
"1943","ESPL1"
"1944","CRTC2"
"1945","RFC2"
"1946","ARPC5L"
"1947","NR2F2"
"1948","CLPB"
"1949","TMEM150A"
"1950","OLFML3"
"1951","MAPK11"
"1952","SLC17A3"
"1953","NRBF2"
"1954","GATB"
"1955","KIAA1671"
"1956","CRACR2B"
"1957","SYNJ2"
"1958","NDC80"
"1959","ARFGEF3"
"1960","ANXA3"
"1961","LOC388282"
"1962","ZFAND2A"
"1963","TMEM37"
"1964","DOP1B"
"1965","PA2G4"
"1966","GZF1"
"1967","CRYL1"
"1968","LEPR"
"1969","FAM50A"
"1970","WRN"
"1971","NPM1"
"1972","DHX30"
"1973","COMMD1"
"1974","FGFR1OP2"
"1975","FXR2"
"1976","ALMS1"
"1977","ANK2"
"1978","SMCHD1"
"1979","MCF2L"
"1980","ACER3"
"1981","AGPS"
"1982","ILF3"
"1983","ZNF224"
"1984","PI4KAP2"
"1985","NECTIN4"
"1986","RMI2"
"1987","TAOK2"
"1988","FOXD2-AS1"
"1989","LOC286059"
"1990","CEP120"
"1991","PUM1"
"1992","FCRLA"
"1993","RAB2B"
"1994","FEM1C"
"1995","IRS1"
"1996","MFSD14C"
"1997","INTS5"
"1998","ABI3BP"
"1999","ARMC9"
"2000","CUL3"
"2001","INTS9"
"2002","GALK2"
"2003","CENPH"
"2004","DR1"
"2005","BAIAP2L1"
"2006","TMEM128"
"2007","DDRGK1"
"2008","TMEM131"
"2009","ZNF30"
"2010","PLXNA4"
"2011","CARM1"
"2012","TTBK2"
"2013","NUP205"
"2014","KIAA1586"
"2015","PIP5K1C"
"2016","NLGN1"
"2017","PAXBP1"
"2018","ZNF574"
"2019","PRKCE"
"2020","LDHA"
"2021","HMCN2"
"2022","TLK1"
"2023","CEMIP"
"2024","FAM81A"
"2025","TRNP1"
"2026","MDM2"
"2027","ZNF436"
"2028","ZSCAN29"
"2029","VRK1"
"2030","XAB2"
"2031","PPL"
"2032","VAMP5"
"2033","NAPRT"
"2034","SKA2"
"2035","MIR4435-2HG"
"2036","CEP70"
"2037","TMTC3"
"2038","ADO"
"2039","NR5A2"
"2040","ATG9B"
"2041","CPSF4"
"2042","GABARAPL2"
"2043","SMYD2"
"2044","POLD1"
"2045","SMIM10L1"
"2046","SHB"
"2047","WDHD1"
"2048","PAPLN"
"2049","SFMBT1"
"2050","TICAM1"
"2051","RALY-AS1"
"2052","TFAM"
"2053","COL27A1"
"2054","TRMT5"
"2055","RBM15"
"2056","FHIP1A"
"2057","CIT"
"2058","RAD51AP1"
"2059","FKTN"
"2060","NISCH"
"2061","LRP6"
"2062","ATRIP"
"2063","ADAM12"
"2064","ANK3"
"2065","DNAJB9"
"2066","COLGALT2"
"2067","PSMD3"
"2068","BRF1"
"2069","DTNBP1"
"2070","RAB2A"
"2071","MAP3K20-AS1"
"2072","AHCYL2"
"2073","SH3PXD2A"
"2074","SLC26A10"
"2075","KLLN"
"2076","LTB4R"
"2077","OLFM4"
"2078","SNX30"
"2079","LYNX1"
"2080","RAB21"
"2081","IKBIP"
"2082","CIPC"
"2083","LRRK2"
"2084","SSH2"
"2085","DPP7"
"2086","NTPCR"
"2087","CEP55"
"2088","BTN2A1"
"2089","NR2F1"
"2090","NDUFA4"
"2091","ARRB1"
"2092","LPGAT1"
"2093","KIF18B"
"2094","GLRB"
"2095","SCARB1"
"2096","SNRNP27"
"2097","EIF5"
"2098","COQ10A"
"2099","LGALSL"
"2100","SAFB2"
"2101","SPTY2D1"
"2102","NDUFS4"
"2103","GJD3"
"2104","HIF1A-AS1"
"2105","SNHG1"
"2106","ATXN7L3"
"2107","PPM1B"
"2108","PPARD"
"2109","NECTIN3"
"2110","OIP5-AS1"
"2111","TMEM131L"
"2112","LRP10"
"2113","LOC101926943"
"2114","VSIG1"
"2115","LIN7C"
"2116","MICAL1"
"2117","ADPRHL1"
"2118","DUS3L"
"2119","PRICKLE2"
"2120","BPTF"
"2121","N4BP2L1"
"2122","ND2"
"2123","SCCPDH"
"2124","C1orf109"
"2125","LOC389906"
"2126","CEP192"
"2127","PTPN3"
"2128","CMTM4"
"2129","WIZ"
"2130","ARHGEF40"
"2131","SNHG20"
"2132","KDM6A"
"2133","RTKN2"
"2134","MICALL2"
"2135","MBNL1"
"2136","SRPK1"
"2137","FAM214A"
"2138","RPN1"
"2139","MPP1"
"2140","NRM"
"2141","GSTCD"
"2142","FOXA2"
"2143","TMCO4"
"2144","NEDD4"
"2145","ANKZF1"
"2146","MVB12B"
"2147","PECR"
"2148","HSD17B11"
"2149","ZDHHC14"
"2150","CAT"
"2151","LINC00511"
"2152","SPATS2"
"2153","ARHGEF17"
"2154","DIAPH1"
"2155","MOB3C"
"2156","PIGK"
"2157","MKLN1"
"2158","RNF103"
"2159","CCDC88C"
"2160","YY1"
"2161","MPDZ"
"2162","MPHOSPH9"
"2163","GAD1"
"2164","PITPNM1"
"2165","UBE2E3"
"2166","RND3"
"2167","TBL1XR1"
"2168","TOX2"
"2169","ARF3"
"2170","ZNF646"
"2171","PSTK"
"2172","ASCC3"
"2173","ZNF316"
"2174","PCNX1"
"2175","YTHDF1"
"2176","GIT1"
"2177","CDKN3"
"2178","LOC102725254"
"2179","INCENP"
"2180","RGS4"
"2181","DGAT1"
"2182","SPRTN"
"2183","TLE1"
"2184","BPGM"
"2185","UPF3A"
"2186","NIPBL-DT"
"2187","PHLDA1-AS1"
"2188","KHDC4"
"2189","DECR2"
"2190","SMAD6"
"2191","SPATA6"
"2192","ATXN2"
"2193","NCAPG"
"2194","UBE2T"
"2195","EFL1"
"2196","MCM7"
"2197","TSNARE1"
"2198","GRIP1"
"2199","CDCA7"
"2200","FDPS"
"2201","STRN"
"2202","IFT20"
"2203","KCTD5"
"2204","OGFOD1"
"2205","RHOBTB1"
"2206","USP9X"
"2207","ELOVL2"
"2208","PRSS27"
"2209","RTL5"
"2210","LRRC45"
"2211","COA1"
"2212","H2BC11"
"2213","MARCHF3"
"2214","C11orf68"
"2215","CDC45"
"2216","TLCD1"
"2217","ARHGEF26"
"2218","MIER3"
"2219","CORO1C"
"2220","NAV3"
"2221","CTDSPL2"
"2222","PAG1"
"2223","NCKAP1"
"2224","ARHGEF12"
"2225","CUX1"
"2226","MAN1A2"
"2227","NR2F1-AS1"
"2228","WLS"
"2229","ODF2"
"2230","TFPI"
"2231","PIP4K2C"
"2232","CELSR1"
"2233","MFSD4A"
"2234","RNLS"
"2235","KNSTRN"
"2236","HIC1"
"2237","ILRUN"
"2238","PRKCD"
"2239","SCN1A-AS1"
"2240","CENPA"
"2241","PLCXD3"
"2242","ESCO2"
"2243","ZNF845"
"2244","SENP7"
"2245","EIF2B2"
"2246","DBR1"
"2247","MALAT1"
"2248","CDC14B"
"2249","DGCR2"
"2250","STARD5"
"2251","BMPR1A"
"2252","C15orf40"
"2253","WDR7"
"2254","AVEN"
"2255","PUDP"
"2256","MTSS2"
"2257","SCEL"
"2258","SUN2"
"2259","EVI5L"
"2260","CLN5"
"2261","MRPL18"
"2262","ABCB6"
"2263","SEPTIN6"
"2264","NSG1"
"2265","PAQR5"
"2266","TRAM2-AS1"
"2267","PGBD4"
"2268","LOC100652999"
"2269","ELP4"
"2270","FAM53B"
"2271","RGL1"
"2272","BIVM"
"2273","MBOAT1"
"2274","RNF208"
"2275","SMPD1"
"2276","TCAF1"
"2277","UGT2A3"
"2278","AKT2"
"2279","ZNF547"
"2280","RHPN2"
"2281","C7orf26"
"2282","ZXDB"
"2283","PLPP3"
"2284","OGA"
"2285","C11orf24"
"2286","RAB11A"
"2287","PSMD12"
"2288","CALU"
"2289","MGAT4A"
"2290","DCAF11"
"2291","SCAND1"
"2292","SPTB"
"2293","CHEK1"
"2294","HSP90B1"
"2295","NTAQ1"
"2296","ZMYND8"
"2297","MEIOC"
"2298","SAMHD1"
"2299","CLK3"
"2300","ACACB"
"2301","TMEM164"
"2302","KANSL1"
"2303","PBRM1"
"2304","ATXN7L2"
"2305","MCU"
"2306","FAM219B"
"2307","SUCLG2-AS1"
"2308","CSE1L"
"2309","MIA2"
"2310","LIN7A"
"2311","VPS54"
"2312","REEP2"
"2313","EIF4G2"
"2314","NOP56"
"2315","PSRC1"
"2316","FEM1B"
"2317","TRIM38"
"2318","GRAMD4"
"2319","ABCF3"
"2320","KAAG1"
"2321","FAM193A"
"2322","CIAO2B"
"2323","TADA2B"
"2324","MPC2"
"2325","PHKA2"
"2326","DYSF"
"2327","IMPA1"
"2328","CRACDL"
"2329","MIR34AHG"
"2330","NINL"
"2331","CACNA1H"
"2332","XRCC1"
"2333","CEP128"
"2334","PLEKHA2"
"2335","PSMB4"
"2336","CDK9"
"2337","NDE1"
"2338","NEURL4"
"2339","HSPA1A"
"2340","COX10"
"2341","ADGRL2"
"2342","PICALM"
"2343","PPP6R3"
"2344","BAIAP2-DT"
"2345","ZNF550"
"2346","BLVRB"
"2347","PLXNA3"
"2348","PCMT1"
"2349","SRP68"
"2350","DOCK11"
"2351","CLCF1"
"2352","ITGB2"
"2353","HPRT1"
"2354","WASF3"
"2355","DMPK"
"2356","RBM47"
"2357","SLC35A2"
"2358","NOCT"
"2359","MTUS1"
"2360","MBD5"
"2361","ATG16L2"
"2362","PCSK6"
"2363","DIPK2A"
"2364","DBF4B"
"2365","ALDH1A3-AS1"
"2366","SLC25A4"
"2367","NDST1"
"2368","ELAVL1"
"2369","STRN3"
"2370","NARF"
"2371","IDUA"
"2372","EDN1"
"2373","CCDC51"
"2374","TMED9"
"2375","FGFR2"
"2376","ZNF785"
"2377","SCAMP1"
"2378","ULK3"
"2379","SNHG16"
"2380","EPB41L5"
"2381","PMCH"
"2382","AQP3"
"2383","GPX2"
"2384","SLC11A2"
"2385","POLR1C"
"2386","SIRT1"
"2387","DSEL"
"2388","SPATA5"
"2389","RTL10"
"2390","TOR3A"
"2391","STK10"
"2392","GALR2"
"2393","HGS"
"2394","CCM2"
"2395","YAP1"
"2396","ZNF669"
"2397","NEK2"
"2398","BHLHE40"
"2399","MCTP2"
"2400","RNF19B"
"2401","ZNF706"
"2402","HECW2"
"2403","ZNF697"
"2404","USP37"
"2405","ARRDC1"
"2406","ZPR1"
"2407","SAMD4A"
"2408","TRIM22"
"2409","XPO4"
"2410","NTHL1"
"2411","TYW5"
"2412","MYD88"
"2413","EPHA6"
"2414","XPO6"
"2415","MFSD14B"
"2416","LAMC1"
"2417","LMX1B"
"2418","OSBP2"
"2419","LPP"
"2420","ACSS1"
"2421","JAM3"
"2422","CACNA1D"
"2423","CDR2L"
"2424","MIPOL1"
"2425","PEPD"
"2426","TMEM51"
"2427","RRAGC"
"2428","GTF3C6"
"2429","EGLN3"
"2430","FAU"
"2431","AFDN"
"2432","PLS1"
"2433","DLG5"
"2434","LIF"
"2435","OLMALINC"
"2436","IER5L"
"2437","DCLK1"
"2438","CKAP2L"
"2439","GLI2"
"2440","LY6G5B"
"2441","CHP1"
"2442","DAP"
"2443","GLP2R"
"2444","H3C6"
"2445","PNCK"
"2446","SGSH"
"2447","SNIP1"
"2448","TOX3"
"2449","CORO2B"
"2450","FRMPD3"
"2451","ARRDC3"
"2452","SRGAP2B"
"2453","NME1"
"2454","VAPB"
"2455","GPR160"
"2456","TNKS"
"2457","CYP4F3"
"2458","NUP155"
"2459","ZKSCAN8"
"2460","S100A6"
"2461","THOC2"
"2462","ASXL1"
"2463","ZRANB3"
"2464","ME3"
"2465","DRAXIN"
"2466","LONRF3"
"2467","NAALADL1"
"2468","TCHP"
"2469","FLRT2"
"2470","UBALD1"
"2471","USP25"
"2472","SPPL3"
"2473","KCNAB2"
"2474","ATG101"
"2475","MPHOSPH10"
"2476","MGAT5"
"2477","HPS3"
"2478","SNHG11"
"2479","OTULINL"
"2480","COL4A2-AS2"
"2481","CRADD"
"2482","FAM72B"
"2483","MAP7"
"2484","WWC1"
"2485","ROCK2"
"2486","BECN1"
"2487","RAP1A"
"2488","TRIP12"
"2489","NUDT3"
"2490","ZFAT"
"2491","RRAD"
"2492","BAZ2B"
"2493","PCBP4"
"2494","SH3BP4"
"2495","DCUN1D2"
"2496","SEPTIN11"
"2497","ZCCHC7"
"2498","ZNRF1"
"2499","FJX1"
"2500","COL4A5"
"2501","ANO5"
"2502","GTF2IP4"
"2503","POGLUT2"
"2504","RAB10"
"2505","TNFSF15"
"2506","UBAP2"
"2507","IMMP2L"
"2508","POLR2C"
"2509","RAP1GAP2"
"2510","CXCR4"
"2511","TAOK1"
"2512","CCDC6"
"2513","LYRM4"
"2514","GOLPH3L"
"2515","PDLIM7"
"2516","POU3F1"
"2517","GIGYF2"
"2518","MCCC1"
"2519","HSD17B4"
"2520","FZD2"
"2521","ZDBF2"
"2522","PAQR8"
"2523","SLBP"
"2524","RTTN"
"2525","FOS"
"2526","AGPAT4"
"2527","PPIP5K2"
"2528","SDHAP1"
"2529","ADAM22"
"2530","CDCA3"
"2531","TRAF2"
"2532","ECPAS"
"2533","EVI5"
"2534","DUSP5"
"2535","DMXL1"
"2536","GCC1"
"2537","ZFAS1"
"2538","PRKACB"
"2539","CRTC1"
"2540","MTMR2"
"2541","CCDC71L"
"2542","CDH6"
"2543","LASP1"
"2544","EIF2B3"
"2545","CHD7"
"2546","MCM5"
"2547","C2CD5"
"2548","OTULIN-DT"
"2549","RBM38-AS1"
"2550","ABHD12"
"2551","SESTD1"
"2552","PDK1"
"2553","SLC23A2"
"2554","CYTH3"
"2555","ITGA2"
"2556","NUP37"
"2557","ERLIN1"
"2558","KHDRBS3"
"2559","GMDS"
"2560","SRGAP2C"
"2561","MND1"
"2562","BAX"
"2563","ALOX12"
"2564","AMN"
"2565","CYB5A"
"2566","SLC9A7"
"2567","GPCPD1"
"2568","NCR3LG1"
"2569","DCUN1D3"
"2570","AFAP1-AS1"
"2571","CDIP1"
"2572","ZNF830"
"2573","S100A11"
"2574","IGF2R"
"2575","TMA7"
"2576","ZNF598"
"2577","ISYNA1"
"2578","GALNT13"
"2579","SLC1A1"
"2580","ZCCHC24"
"2581","USP54"
"2582","LOC105370027"
"2583","ZNF689"
"2584","PCDHGB5"
"2585","CRACR2A"
"2586","MAML3"
"2587","NSMCE1"
"2588","DPP10"
"2589","PDE10A"
"2590","KRT15"
"2591","CARD14"
"2592","CLTC"
"2593","TCF3"
"2594","ZNF470"
"2595","CPNE8"
"2596","NME7"
"2597","DOK7"
"2598","RTN4RL1"
"2599","VCPIP1"
"2600","ZBTB5"
"2601","PAFAH1B1"
"2602","ITGA6"
"2603","ARL3"
"2604","KIAA1109"
"2605","TTC37"
"2606","CEP135"
"2607","ERG28"
"2608","TP73"
"2609","AGMO"
"2610","BTBD10"
"2611","PXMP4"
"2612","ZG16B"
"2613","TTPAL"
"2614","FBXL12"
"2615","TBC1D8"
"2616","PTPN4"
"2617","MAP3K5"
"2618","HNRNPD"
"2619","ZNF12"
"2620","CTC-338M12.4"
"2621","EGR1"
"2622","TWF1"
"2623","ATF6B"
"2624","RASSF3"
"2625","ARAP3"
"2626","FAM185A"
"2627","MISP"
"2628","IFIT5"
"2629","AKIRIN1"
"2630","MRFAP1L1"
"2631","PSMD2"
"2632","TNFRSF12A"
"2633","CIAPIN1"
"2634","PITHD1"
"2635","SNHG12"
"2636","LYPD6"
"2637","PCCB"
"2638","TSEN15"
"2639","NEMP2"
"2640","ACOT7"
"2641","CYSRT1"
