"","gene_id","baseMean","logFC","lfcSE","P.Value","adj.P.Val","gene","entrez"
"33","ENSG00000003137",23.0048596070223,2.02830679907841,0.575174398758651,4.22433962965368e-05,0.000115610776720058,"CYP26B1","56603"
"34","ENSG00000003147",89.8084425786987,-2.07678786509288,0.354207461413816,3.78130162927387e-10,1.64381398548742e-09,"ICA1","3382"
"35","ENSG00000003249",1028.66625146863,0.655768063184089,0.138792759988029,1.78533966721322e-06,5.67068453998168e-06,"DBNDD1","79007"
"36","ENSG00000003393",1243.38081953633,0.00965682235427841,0.115164893610296,0.932705903627954,0.949389014702972,"ALS2","57679"
"37","ENSG00000003400",572.884794493403,2.09314257475735,0.145963695113339,9.13831587050873e-48,2.27087612316077e-46,"CASP10","843"
"38","ENSG00000003402",2407.85365018806,0.919007308353887,0.0956949984851625,4.62980038147948e-22,3.98438996338762e-21,"CFLAR","8837"
"39","ENSG00000003436",1349.30429908029,-1.46967247976263,0.140751359575662,3.73120388606503e-26,3.92096134162455e-25,"TFPI","7035"
"40","ENSG00000003509",344.807846190659,0.25085066512249,0.170632388305213,0.135410256160604,0.191615027797648,"NDUFAF7","55471"
"41","ENSG00000003756",1179.04167601805,0.776816827818546,0.114939588471166,9.74339017474589e-12,4.74158989714270e-11,"RBM5","10181"
"42","ENSG00000003987",80.2895299802444,0.184720289430494,0.269984888948952,0.477007138054703,0.558238098819911,"MTMR7","9108"
"43","ENSG00000003989",406.489503466537,-1.53411743242775,0.170558030950614,4.82187844486644e-20,3.73079535070155e-19,"SLC7A2","6542"
"44","ENSG00000004059",1489.68609701486,0.183751763916391,0.112880036579902,0.101236086385264,0.149732707638627,"ARF5","381"
"45","ENSG00000004139",1039.70791832045,0.609430158766574,0.10811740131341,1.39740728774187e-08,5.39921369666745e-08,"SARM1","23098"
"46","ENSG00000004142",4902.09125640029,0.502386963908982,0.0864834733060742,5.44469040422425e-09,2.17672243756166e-08,"POLDIP2","26073"
"47","ENSG00000004399",1858.07866328641,-1.41057925820294,0.122066745919692,1.82007649068955e-31,2.44742412758457e-30,"PLXND1","23129"
"48","ENSG00000004455",4189.7812767261,-0.380281226259679,0.0934495226084239,4.3394960732968e-05,0.000118616761606765,"AK2","204"
"49","ENSG00000004478",4712.24764149346,0.157252096546663,0.108398619865228,0.144361294372217,0.202259194965575,"FKBP4","2288"
"50","ENSG00000004487",1082.04957430374,-0.689144393998082,0.134225150884263,2.1379059101589e-07,7.40731999695823e-07,"KDM1A","23028"
"51","ENSG00000004534",641.989537112681,-0.938571475224271,0.178832154376819,8.84838635687117e-08,3.18264220816805e-07,"RBM6","10180"
"52","ENSG00000004660",124.84870086282,-1.32203416341159,0.241209976530759,1.31524799686404e-08,5.09380824555256e-08,"CAMKK1","84254"
"53","ENSG00000004700",1687.16882493327,-0.0263083216549333,0.108083445568986,0.806524315038689,0.851848328092065,"RECQL","5965"
"54","ENSG00000004766",319.478049744047,-1.51406205829047,0.177349855415425,2.92212967052776e-18,2.05420104411104e-17,"VPS50","55610"
"55","ENSG00000004776",31.1094645213627,1.61075782896409,0.537959768404881,0.000511548378334058,0.0012110759725289,"HSPB6","126393"
"56","ENSG00000004777",310.904554561255,-0.672564466504173,0.177276353509248,0.000112641127005683,0.000291891064138233,"ARHGAP33","115703"
"57","ENSG00000004779",1527.0648707725,0.905359108457691,0.108753144097747,5.13211799612605e-17,3.36835584937072e-16,"NDUFAB1","4706"
"58","ENSG00000004799",296.688755525881,0.401206995908616,0.186117076258446,0.0280632534025043,0.0486058481889148,"PDK4","5166"
"59","ENSG00000004838",34.632891532449,2.51941571890976,0.535437060762651,1.69376531554115e-07,5.92202165278371e-07,"ZMYND10","51364"
"60","ENSG00000004848",0.879965235967613,0.225663468688258,1.30620062220129,0.723760090895711,NA,"ARX","170302"
"61","ENSG00000004864",557.040474751575,-3.17653608171767,0.179050071257931,2.4032603748266e-71,1.256818064251e-69,"SLC25A13","10165"
"62","ENSG00000004866",144.638412916733,-4.27243562572198,0.319115536241481,9.73223989651494e-42,1.92192148101306e-40,"ST7","7982"
"63","ENSG00000004897",1698.90399472138,-0.955399797134756,0.130062874504168,1.16601911817102e-13,6.33280578197092e-13,"CDC27","996"
"64","ENSG00000004948",4.27254749124115,-1.03799258230996,1.10567807966428,0.137513348108735,0.193876509324169,"CALCR","799"
"65","ENSG00000004961",862.096365945461,1.74902643230666,0.155319960197579,2.64967534469168e-30,3.34303431992041e-29,"HCCS","3052"
"66","ENSG00000004975",1245.06688288631,-0.319129101840122,0.111117160831999,0.00383909043894842,0.0079287109461172,"DVL2","1856"
"67","ENSG00000005001",1.63740303011879,1.0893090278696,1.42624598216592,0.139230401657515,0.195887343627252,"PRSS22","64063"
"68","ENSG00000005007",3124.76881883533,0.388863454329593,0.0960225214414259,4.70226043490372e-05,0.000128061671870846,"UPF1","5976"
"69","ENSG00000005020",693.2003575995,-2.13605570018786,0.174067513495381,9.30118409256194e-36,1.46896421273836e-34,"SKAP2","8935"
"70","ENSG00000005022",8296.0232126633,-0.463287426678878,0.0875788504915404,1.0833422415846e-07,3.86208359874208e-07,"SLC25A5","292"
"71","ENSG00000005059",173.980878505885,-2.16153025276458,0.23402511149404,1.84084326707647e-21,1.53103976980619e-20,"MCUB","55013"
"72","ENSG00000005075",735.639891747011,-0.305060074208221,0.123302235830085,0.0126202043099639,0.0236214706280894,"POLR2J","5439"
"73","ENSG00000005100",927.319555361214,0.36190853519024,0.112543836819911,0.00120482437620051,0.00269205862030336,"DHX33","56919"
"74","ENSG00000005108",67.2276630037354,-6.06364994706958,0.836748473878951,1.0242342215643e-14,5.94448479704393e-14,"THSD7A","221981"
"75","ENSG00000005156",661.574101310253,-0.346051961822974,0.137260725411096,0.0108716094088829,0.0206288073628092,"LIG3","3980"
"76","ENSG00000005175",858.537612306182,-0.372413603518382,0.1514302399368,0.012777906977749,0.0238874789971988,"RPAP3","79657"
"77","ENSG00000005187",620.308553597391,-0.892662086723926,0.164928998977639,3.80190739547361e-08,1.40981412965676e-07,"ACSM3","6296"
"78","ENSG00000005189",178.478896352761,-0.928205137241705,0.249077090300333,0.000111451500568722,0.00028914437851164,"REXO5","81691"
"79","ENSG00000005194",1617.86976767364,1.03227107373414,0.106300059733652,1.39502967763696e-22,1.22946075829686e-21,"CIAPIN1","57019"
"80","ENSG00000005206",939.442366591102,0.999239575766518,0.12305561783988,2.50335054386512e-16,1.58328207295977e-15,"SPPL2B","56928"
"81","ENSG00000005238",414.922577265765,1.21878456295155,0.154561686283833,1.1901762716537e-15,7.25073358540744e-15,"FAM214B","80256"
"82","ENSG00000005243",138.870140349634,-0.422146779701835,0.271108569019427,0.105209304181332,0.154361943151015,"COPZ2","51226"
"83","ENSG00000005249",297.269668820381,-2.76841020306624,0.221188811257054,4.9098231411397e-37,8.13670487721172e-36,"PRKAR2B","5577"
"84","ENSG00000005302",338.88731721088,0.427050432779426,0.152325233462626,0.00452454019827376,0.00922472131696263,"MSL3","10943"
"85","ENSG00000005339",1145.85737025862,-1.63730989989649,0.142374636142455,2.14892616573498e-31,2.87230038512163e-30,"CREBBP","1387"
"86","ENSG00000005421",0.99919937018783,0.816545607726856,1.51475804833157,0.221759966090098,NA,"PON1","5444"
"87","ENSG00000005436",478.381976797621,0.424407189506398,0.156820334958453,0.00609417114517659,0.0121344159504584,"GCFC2","6936"
"88","ENSG00000005448",495.366240929323,-0.463620179211466,0.176225994492448,0.0074568862268759,0.0146210767037002,"WDR54","84058"
"89","ENSG00000005469",461.900249874865,1.2957996760224,0.152879883200408,7.69673929148578e-18,5.28937866635673e-17,"CROT","54677"
"90","ENSG00000005471",2.98451435500085,-0.275910038235223,0.969673677229787,0.662235891924059,0.728697161113566,"ABCB4","5244"
"91","ENSG00000005483",1331.72718194307,-0.498674486908658,0.122750872270058,4.19955963657239e-05,0.000114983924097132,"KMT2E","55904"
"92","ENSG00000005486",3406.82075176179,2.15477157321881,0.15091416449627,2.11233231844637e-47,5.16027637196554e-46,"RHBDD2","57414"
"93","ENSG00000005700",1220.50249572685,-0.678117049635704,0.153500256707868,7.57452384547708e-06,2.25406874979394e-05,"IBTK","25998"
"94","ENSG00000005801",1327.74329211282,1.64014588832473,0.114377004656304,1.99158884980377e-47,4.87015949343341e-46,"ZNF195","7748"
"95","ENSG00000005810",472.53715033643,-2.44163086790949,0.177366434295168,2.7093035124002e-44,5.8650562443636e-43,"MYCBP2","23077"
"96","ENSG00000005812",1497.52951830071,0.635336342696424,0.106702963884278,2.06689408933149e-09,8.51010765973369e-09,"FBXL3","26224"
"97","ENSG00000005844",0.392832131885498,-0.26970554008554,1.50814707187755,0.628735150012664,NA,"ITGAL","3683"
"98","ENSG00000005882",712.334332247638,-0.755991610492075,0.124185212499553,8.15892945561784e-10,3.45799313561325e-09,"PDK2","5164"
"99","ENSG00000005884",15448.4357674628,-1.01716104796037,0.0908169552010213,2.14633945236361e-29,2.60997856956482e-28,"ITGA3","3675"
"100","ENSG00000005889",658.62895988311,-0.163947967011977,0.130544294668086,0.205058247606973,0.2740590629319,"ZFX","7543"
"101","ENSG00000005893",3116.45297222702,-0.15744921119724,0.096784043145781,0.102069635193678,0.150729239713128,"LAMP2","3920"
"102","ENSG00000005961",6.04882312591402,0.873023807701341,0.847634395722033,0.155041972570343,0.215219563146346,"ITGA2B","3674"
"103","ENSG00000005981",1.1646178662865,-0.983775930189133,1.4782366498735,0.167382333583838,NA,"ASB4","51666"
"104","ENSG00000006007",2991.43486044301,0.635130541251698,0.0901896886496305,1.50053256014627e-12,7.63084430908307e-12,"GDE1","51573"
"105","ENSG00000006015",701.565374507456,0.503579666950613,0.134627140693152,0.00015812715156727,0.000401821865570912,"REX1BD","55049"
"106","ENSG00000006016",761.681416324622,3.5461411454081,0.198419729901362,2.82143252822271e-72,1.52762197836023e-70,"CRLF1","9244"
"107","ENSG00000006025",810.688656163196,2.10782359519458,0.135350994021866,8.12027532715867e-56,2.59330719985964e-54,"OSBPL7","114881"
"108","ENSG00000006042",3.09650314792272,0.733198517435719,1.09170236356527,0.277772207230625,0.35375247555665,"TMEM98","26022"
"109","ENSG00000006047",1.79085368801443,1.44785215920509,1.60192524835786,0.0637261297708054,0.100636786475727,"YBX2","51087"
"110","ENSG00000006062",1814.76641515362,-1.72646283940856,0.147778125166989,2.10973645194344e-32,2.96196370674395e-31,"MAP3K14","9020"
"111","ENSG00000006071",2.49676976920993,0.548877971140379,1.04760284896068,0.403360973200612,0.485605192641801,"ABCC8","6833"
"112","ENSG00000006118",4439.09859020752,0.290485010378019,0.092317307420452,0.00157243532698779,0.0034505789804983,"TMEM132A","54972"
"113","ENSG00000006125",7574.39363147145,-2.03792990007398,0.0891512036883496,9.22788879823492e-117,1.61666020395934e-114,"AP2B1","163"
"114","ENSG00000006194",1328.13520674997,1.26216853582833,0.149486905744004,1.08395508848613e-17,7.39943402596699e-17,"ZNF263","10127"
"115","ENSG00000006210",1119.73138756067,-0.728313419259422,0.125192253938864,4.36074850391787e-09,1.75280364725653e-08,"CX3CL1","6376"
"116","ENSG00000006282",4943.97170358357,0.573584623222891,0.115595173738857,5.76349262627088e-07,1.91390717092534e-06,"SPATA20","64847"
"117","ENSG00000006283",39.5707131804387,-1.4185163661974,0.465612429458058,0.000593440455109649,0.00139165446433448,"CACNA1G","8913"
"118","ENSG00000006327",3412.97281210213,1.1831424201852,0.122090329835904,1.33962854761052e-22,1.18105928782326e-21,"TNFRSF12A","51330"
"119","ENSG00000006377",1.62674885191361,-0.294299660434923,1.19618206427653,0.652938710059081,0.720146944042588,"DLX6","1750"
"120","ENSG00000006432",568.928140724409,-1.05773980250054,0.131096588683213,3.52201801325991e-16,2.20875826671505e-15,"MAP3K9","4293"
"121","ENSG00000006451",998.826466442679,-0.404537865410059,0.12582894254514,0.00118417156290733,0.00265025786325651,"RALA","5898"
"122","ENSG00000006453",1644.72196921805,-1.40342312881987,0.127954423382971,1.45509460683133e-28,1.70435078422885e-27,"BAIAP2L1","55971"
"123","ENSG00000006459",117.908275962325,0.887157741944037,0.276178160128064,0.000788603387242478,0.00181786421794138,"KDM7A","80853"
"124","ENSG00000006468",407.779888800215,-1.99614808883683,0.23402055580598,1.27086326449576e-18,9.10618267259348e-18,"ETV1","2115"
"125","ENSG00000006530",508.514073772288,-0.82925289362141,0.149750623241585,2.01943168453732e-08,7.69228155406847e-08,"AGK","55750"
"126","ENSG00000006534",803.992980269888,-0.873204280598267,0.120465686798905,2.65471202739149e-13,1.41363703638365e-12,"ALDH3B1","221"
"127","ENSG00000006555",1.12947187345389,0.34664055084219,1.33105093837946,0.589985550418469,NA,"TTC22","55001"
"128","ENSG00000006576",415.385802025189,-2.07484680353356,0.226886771977976,4.67263169381608e-21,3.794888660736e-20,"PHTF2","57157"
"129","ENSG00000006606",17.3933597425271,3.78263183936106,0.806135264868126,1.86232778096555e-07,6.49471256700443e-07,"CCL26","10344"
"130","ENSG00000006607",860.027337623803,-1.16538785760457,0.148638694444611,1.87005592759454e-15,1.13111866180299e-14,"FARP2","9855"
"131","ENSG00000006611",296.996644575839,-0.894158084329045,0.175322290972348,2.06763868163141e-07,7.17805717542443e-07,"USH1C","10083"
"132","ENSG00000006625",333.534469258351,-0.332592358337106,0.19142201053584,0.0764001878885012,0.11756492931434,"GGCT","79017"
"133","ENSG00000006634",360.941017585669,-1.4247621158119,0.164207172250057,1.04272368518118e-18,7.50877387740426e-18,"DBF4","10926"
"134","ENSG00000006638",24.8128900301893,0.044158062407096,0.528846830198367,0.923034504858543,0.942438901867683,"TBXA2R","6915"
"135","ENSG00000006652",1229.82811313652,0.816190617068686,0.104912666008275,4.8871135944925e-15,2.88973565892279e-14,"IFRD1","3475"
"136","ENSG00000006695",216.049083665246,-2.02181452922583,0.199630638671219,3.43153527410105e-25,3.43391536792642e-24,"COX10","1352"
"137","ENSG00000006704",287.165800381318,-3.81410034789658,0.21814893824948,2.87779805737025e-69,1.43171912683814e-67,"GTF2IRD1","9569"
"138","ENSG00000006712",1319.25696583371,0.699308934732717,0.11223570195728,3.48504618261901e-10,1.51953444609124e-09,"PAF1","54623"
"139","ENSG00000006715",896.225206121673,-1.97871363271924,0.130040830690741,2.36130780200574e-53,6.9778068023849e-52,"VPS41","27072"
"140","ENSG00000006740",30.1551452992098,-2.36838564938438,0.592091753723005,4.6012060460305e-06,1.40627764100922e-05,"ARHGAP44","9912"
"141","ENSG00000006744",1472.87597109331,-0.0474846671675774,0.138042389492615,0.728243659132952,0.78696004879737,"ELAC2","60528"
"142","ENSG00000006747",53.848332606055,-3.17788026177452,0.45371847060354,2.22395822155848e-13,1.18942484300403e-12,"SCIN","85477"
"143","ENSG00000006756",831.428745367918,-0.571506194388936,0.137005860368695,2.49708485374068e-05,7.00743599448744e-05,"ARSD","414"
"144","ENSG00000006757",738.467168648397,-0.13835103977431,0.123310845870995,0.258040648515004,0.3325607159964,"PNPLA4","8228"
"145","ENSG00000006831",2250.26077640447,-0.998628947539359,0.125158712474607,7.94707516250808e-16,4.89374623426653e-15,"ADIPOR2","79602"
"146","ENSG00000006837",27.9092145064116,1.4835915535967,0.513555062552822,0.000887995172323523,0.00202848631755416,"CDKL3","51265"
"147","ENSG00000007001",1.78874598176702,-1.04186487831077,1.37822832321016,0.15432387814472,0.214307652545326,"UPP2","151531"
"148","ENSG00000007047",475.299036223791,-0.442829409714946,0.150181090899808,0.00283553230273186,0.00598203172106522,"MARK4","57787"
"149","ENSG00000007062",12.1055062552107,-1.92017920496152,0.808359993935089,0.00224976099300989,0.00482658096720583,"PROM1","8842"
"150","ENSG00000007080",1172.19963581763,0.0828400327879677,0.108918787400807,0.444064842120214,0.525962112547893,"CCDC124","115098"
"151","ENSG00000007168",1861.25117226513,-1.52195452288505,0.156970252764261,6.557401981935e-23,5.85914019711912e-22,"PAFAH1B1","5048"
"152","ENSG00000007171",0.664281019157689,0.349993178213688,1.41851123516061,0.570763494227061,NA,"NOS2","4843"
"153","ENSG00000007174",3.09569934983473,0.63190258016035,1.00554907967421,0.332864100914768,0.413159787752664,"DNAH9","1770"
"154","ENSG00000007202",5659.18843846404,-0.23192283472471,0.0970040693077125,0.01626734575324,0.0297508902609588,"KIAA0100","9703"
"155","ENSG00000007216",9.97041912565289,-1.86146198396533,0.896401670961633,0.00537647054508183,0.0108168889393177,"SLC13A2","9058"
"156","ENSG00000007237",58.9500359161255,-5.45925738712617,0.700446069985921,3.33529922078603e-16,2.09433906779875e-15,"GAS7","8522"
"157","ENSG00000007255",642.343286145802,-0.716337897642636,0.154936580580557,2.77257786371695e-06,8.64628318669873e-06,"TRAPPC6A","79090"
"158","ENSG00000007312",1.7869689526264,1.22822088738125,1.43556309925579,0.104841925752024,0.153949695320396,"CD79B","974"
"159","ENSG00000007314",5.1757749417178,-1.12574596461669,1.04943348911862,0.102813143164045,0.151662835291065,"SCN4A","6329"
"160","ENSG00000007341",408.15505904196,-0.101372911703091,0.147236027136461,0.486154295022288,0.567156887081985,"ST7L","54879"
"161","ENSG00000007350",1.38606456468615,0.834435684808393,1.422332174554,0.230171625634586,0.301748862148672,"TKTL1","8277"
"162","ENSG00000007372",7.57274530383173,-4.34497144967856,1.36969000534951,3.28220692388378e-05,9.07207933003498e-05,"PAX6","5080"
"163","ENSG00000007376",673.70074984555,-0.839241940815624,0.147821235384218,8.91033913440755e-09,3.50174471959003e-08,"RPUSD1","113000"
"164","ENSG00000007384",1448.10266853786,1.753340025007,0.110687239372918,2.07783842749082e-57,6.94320750831981e-56,"RHBDF1","64285"
"165","ENSG00000007392",1089.74629303196,0.2699209790767,0.108789968624122,0.0125302891055175,0.0234728787054936,"LUC7L","55692"
"166","ENSG00000007402",29.8169826401181,0.339189205565251,0.406815095768083,0.362642209087267,0.444148879570728,"CACNA2D2","9254"
"167","ENSG00000007516",680.06359299184,0.928751832204798,0.146701911954068,1.43180903061711e-10,6.40605255270809e-10,"BAIAP3","8938"
"168","ENSG00000007520",1046.42932488536,-0.499834353915422,0.122531440074788,3.90580897540588e-05,0.000107300377172693,"TSR3","115939"
"169","ENSG00000007541",657.542820475214,-0.723728733964466,0.13844576167059,1.25715085141538e-07,4.45515661503611e-07,"PIGQ","9091"
"170","ENSG00000007545",344.231675441003,-0.214953929915266,0.16485133613282,0.185871337508721,0.251745888512696,"CRAMP1","57585"
"171","ENSG00000007866",749.315941795763,1.87927637007135,0.162190287705725,4.8621193622893e-32,6.70715419566197e-31,"TEAD3","7005"
"172","ENSG00000007923",672.190269822772,-0.703039141141523,0.154448090096643,3.95053186488973e-06,1.21543772014739e-05,"DNAJC11","55735"
"173","ENSG00000007944",1053.27042439316,1.74944448731661,0.142489725416267,1.53788589457695e-35,2.41020621957118e-34,"MYLIP","29116"
"174","ENSG00000007952",9.93035700066858,0.800472932251294,0.751479698639482,0.163039412944542,0.22481968186264,"NOX1","27035"
"175","ENSG00000007968",221.771186645313,-1.54564398779386,0.261092493244176,6.44201111351299e-10,2.75266910420092e-09,"E2F2","1870"
"176","ENSG00000008018",3077.18841898282,0.211877073614033,0.10857724248178,0.049569592247463,0.0806871110335496,"PSMB1","5689"
"177","ENSG00000008056",7.78199820495617,1.03539916918087,0.847831923472189,0.0940422055623963,0.140567565106277,"SYN1","6853"
"178","ENSG00000008083",199.364461701555,-3.28485485690293,0.243291259321166,1.86946340007159e-42,3.79258302841653e-41,"JARID2","3720"
"179","ENSG00000008086",80.3116312920906,-3.44100271100766,0.392153750180105,1.97393714210021e-19,1.47876470019218e-18,"CDKL5","6792"
"180","ENSG00000008118",4.06158455513632,3.36037348826475,1.5930430555641,0.000992231299666058,0.00224837925784455,"CAMK1G","57172"
"181","ENSG00000008128",61.382609267693,3.15912505833922,0.392151473612007,7.5185550560304e-17,4.88367584373034e-16,"CDK11A","728642"
"182","ENSG00000008130",1173.48907428529,0.601967449348136,0.120538490342046,4.7873653137708e-07,1.60453278287587e-06,"NADK","65220"
"183","ENSG00000008226",246.379636191139,0.408377188815756,0.176837069430334,0.0188368872855105,0.0339141403840355,"DLEC1","9940"
"184","ENSG00000008256",732.285310432299,-1.59187030301832,0.162995479905128,2.82517246129491e-23,2.57403435951636e-22,"CYTH3","9265"
"185","ENSG00000008277",127.115655911715,-2.66502497780269,0.273956552781934,1.65876758857089e-23,1.53179942187041e-22,"ADAM22","53616"
"186","ENSG00000008282",2467.94866067703,-0.00110804067268276,0.0935554181325205,0.990506599724794,0.992935601890302,"SYPL1","6856"
"187","ENSG00000008283",815.883696049969,0.100106345263656,0.129562689474391,0.435666511305454,0.517938661373121,"CYB561","1534"
"188","ENSG00000008294",1821.38889785001,-1.91345033552311,0.147548362203426,1.75916310745766e-39,3.18663172353132e-38,"SPAG9","9043"
"189","ENSG00000008300",351.079467762514,0.469120990370225,0.174298263131302,0.00621076135714285,0.0123495211841624,"CELSR3","1951"
"190","ENSG00000008311",199.141014560759,-1.08762792934897,0.196493986876721,1.45227442688375e-08,5.60855532485871e-08,"AASS","10157"
"191","ENSG00000008323",70.4954188497962,1.65381693817616,0.361055269542242,7.63974927298521e-07,2.51011561176836e-06,"PLEKHG6","55200"
"192","ENSG00000008324",218.633282733458,0.355866192384209,0.197650183699125,0.0659606620647075,0.103626515402324,"SS18L2","51188"
"193","ENSG00000008382",225.91500032844,-0.694082355532545,0.185993914097174,0.000141583298136224,0.000362221086198723,"MPND","84954"
"194","ENSG00000008394",5592.75333048288,0.0347482116470288,0.115087392382042,0.761092569137284,0.813709840165213,"MGST1","4257"
"195","ENSG00000008405",505.059020993887,-0.833473468983173,0.165571591897396,3.14025139252988e-07,1.07092527676001e-06,"CRY1","1407"
"196","ENSG00000008438",0.848829649592242,0.495567705528257,1.40351693390112,0.441142318609773,NA,"PGLYRP1","8993"
"197","ENSG00000008441",2562.34422109823,-2.35256274771843,0.118439704315739,5.56417943800571e-89,4.80537426323824e-87,"NFIX","4784"
"198","ENSG00000008513",655.02259400146,-2.96590715654928,0.187626938400996,2.72522762400113e-57,9.020466657743e-56,"ST3GAL1","6482"
"199","ENSG00000008516",27.6103759542863,-0.299163025191778,0.459749461534058,0.466960370207207,0.548469351598131,"MMP25","64386"
"200","ENSG00000008517",979.32204192577,0.55903190859578,0.134965858800929,2.8641231394241e-05,7.97099151715135e-05,"IL32","9235"
"201","ENSG00000008710",1997.19041808824,-0.440096162770507,0.102168573156362,1.47697376331519e-05,4.25234599047208e-05,"PKD1","5310"
"202","ENSG00000008735",93.9810684295822,0.913312316112012,0.339060149287564,0.00402633219398155,0.00828520256869899,"MAPK8IP2","23542"
"203","ENSG00000008838",1622.47454036907,-0.114248261945796,0.112950087882184,0.308517084823769,0.387197387272813,"MED24","9862"
"204","ENSG00000008853",820.513099088493,0.14016096091327,0.140271999734603,0.312654625628555,0.391548634301332,"RHOBTB2","23221"
"205","ENSG00000008869",348.737418098853,-0.998626288518121,0.199740491580586,3.04742322003804e-07,1.0401356709974e-06,"HEATR5B","54497"
"206","ENSG00000008952",2594.12463718651,0.559667537059461,0.0927632123206216,1.34310687643139e-09,5.60435222154351e-09,"SEC62","7095"
"207","ENSG00000008988",21998.5796677602,0.612950483025897,0.140302463817596,1.0004194608184e-05,2.94000576509619e-05,"RPS20","6224"
"208","ENSG00000009307",10182.742414175,-0.259730440587579,0.0806556015747916,0.00123169626943209,0.0027446001999056,"CSDE1","7812"
"209","ENSG00000009335",2428.76879025976,-1.10205130723236,0.138307373090693,7.44056433408962e-16,4.58875336741806e-15,"UBE3C","9690"
