"","gene_id","baseMean","logFC","lfcSE","P.Value","adj.P.Val","symbol","entrez"
"334","ENSG00000100714",1750.62510857805,-2.01836322960897,0.104944955783875,1.58587700336789e-83,1.15764301373822e-81,"MTHFD1","4522"
"335","ENSG00000138430",1648.27932869858,-2.02310284513593,0.105439958914988,3.77506464370615e-83,2.74750773045047e-81,"OLA1","29789"
"336","ENSG00000091039",1854.79834598826,-2.58085853504761,0.134550730625722,3.80146002620634e-83,2.75853284209358e-81,"OSBPL8","114882"
"337","ENSG00000204217",1068.87034001004,-2.4267169872643,0.126551363514666,3.90875097436254e-83,2.82802168578732e-81,"BMPR2","659"
"338","ENSG00000112414",4304.12700670531,-3.26665348427786,0.170224646263293,5.69575276451865e-83,4.10881553103967e-81,"ADGRG6","57211"
"339","ENSG00000168615",10554.3536249798,-1.68378306518511,0.0877452235442676,6.64445632212608e-83,4.77913724964183e-81,"ADAM9","8754"
"340","ENSG00000168003",5314.10647812484,2.40758774888983,0.125852431000115,9.3177971382293e-83,6.68238626927924e-81,"SLC3A2","6520"
"341","ENSG00000168672",4645.5067704665,2.59317577170959,0.135733678868191,1.6624828592146e-82,1.1887964165585e-80,"LRATD2","157638"
"342","ENSG00000133030",4322.39037852649,-2.31984524875871,0.121565559786656,2.28249529302068e-82,1.62740587360227e-80,"MPRIP","23164"
"343","ENSG00000139112",1960.81524612547,2.01044783759606,0.105350386825633,2.81300734849961e-82,1.99984438367101e-80,"GABARAPL1","23710"
"344","ENSG00000135924",2629.39752302287,2.56740787850297,0.134633208251184,3.20521673895695e-82,2.27209106810396e-80,"DNAJB2","3300"
"345","ENSG00000170855",3895.87647500447,3.23074858183952,0.169206892481006,3.56245257616869e-82,2.51804825174898e-80,"TRIAP1","51499"
"346","ENSG00000137478",514.289443070976,-3.12997465318737,0.164106453458989,4.91345873300433e-82,3.45307743107155e-80,"FCHSD2","9873"
"347","ENSG00000196152",748.650758485446,2.67434801275551,0.140500282310245,6.80759212697011e-82,4.77056605994845e-80,"ZNF79","7633"
"348","ENSG00000086200",395.754569240218,-3.59588991446466,0.188621375423205,7.4181177917962e-82,5.18359473160642e-80,"IPO11","51194"
"349","ENSG00000101057",1848.10538194767,-2.83154370157342,0.148739412711717,7.48320444543163e-82,5.21422032480402e-80,"MYBL2","4605"
"350","ENSG00000196935",516.489197792651,-3.36907366099736,0.17683935806672,8.61604402788728e-82,5.9865640756938e-80,"SRGAP1","57522"
"351","ENSG00000116667",449.448622589552,-6.80792637271763,0.359434145032906,8.73338233385199e-82,6.05095108763807e-80,"C1orf21","81563"
"352","ENSG00000125347",1508.12403667446,2.32403083261042,0.122308336848869,1.08535180638895e-81,7.49871091698639e-80,"IRF1","3659"
"353","ENSG00000184349",552.416517323957,-3.09349517512608,0.162573231452321,1.11665597546089e-81,7.69332053655316e-80,"EFNA5","1946"
"354","ENSG00000066629",412.180137833423,-4.01516117343355,0.210859419869157,1.1655311799931e-81,8.00755833380697e-80,"EML1","2009"
"355","ENSG00000103043",785.844638362914,-2.59211658988584,0.136449548599177,1.30710212504784e-81,8.95511000587943e-80,"VAC14","55697"
"356","ENSG00000068383",357.725604510694,-4.32748315379937,0.227424154894698,1.41056773972445e-81,9.63704594769402e-80,"INPP5A","3632"
"357","ENSG00000149294",347.400922439782,-5.37760175878539,0.283583015842156,2.57417887430397e-81,1.75380236805704e-79,"NCAM1","4684"
"358","ENSG00000179598",672.136852404202,3.25892600377073,0.171606436453563,2.58170842837736e-81,1.75405990644908e-79,"PLD6","201164"
"359","ENSG00000158019",443.668013380207,-3.22150360825929,0.169803141729259,3.59501867506311e-81,2.43577411721748e-79,"BABAM2","9577"
"360","ENSG00000158623",369.584786554576,-4.06423622015337,0.214213162855055,4.3151944387122e-81,2.91566870518717e-79,"COPG2","26958"
"361","ENSG00000136861",1496.8451407003,-2.42750716661705,0.128267750954035,4.67506340747569e-81,3.15014506030649e-79,"CDK5RAP2","55755"
"362","ENSG00000196072",2991.21737799591,2.49746336401152,0.132020128268967,5.59962862810203e-81,3.7627970236016e-79,"BLOC1S2","282991"
"363","ENSG00000152137",4951.20445798991,2.64568535382123,0.139891606717024,6.78150071362314e-81,4.54453191265122e-79,"HSPB8","26353"
"364","ENSG00000053438",386.71692202443,5.44060419226505,0.287725584185315,6.80531983601593e-81,4.54806756452214e-79,"NNAT","4826"
"365","ENSG00000115290",575.513053474663,-2.93974261946561,0.155531207504015,1.0921051177894e-80,7.27882125652732e-79,"GRB14","2888"
"366","ENSG00000115459",942.925254518711,2.31209709293475,0.122483879240703,1.15939524950718e-80,7.70636511779472e-79,"ELMOD3","84173"
"367","ENSG00000136731",1713.43073998636,-2.00816310247778,0.106334649897145,1.2264249076051e-80,8.12987127265684e-79,"UGGT1","56886"
"368","ENSG00000149792",5429.06118011529,2.3435789632707,0.124315474299571,1.85367977550842e-80,1.22547719282736e-78,"MRPL49","740"
"369","ENSG00000079805",4910.87306437159,-2.23819068284038,0.118808454192203,2.42694032606274e-80,1.60014960691776e-78,"DNM2","1785"
"370","ENSG00000197563",400.48621456512,-3.36627714707237,0.178370890276799,2.59740657281266e-80,1.70795150164547e-78,"PIGN","23556"
"371","ENSG00000242265",2712.91748786076,-1.84143638036214,0.097655308048984,2.77037097522574e-80,1.81681521148026e-78,"PEG10","23089"
"372","ENSG00000114439",920.505309290451,-2.78526912639261,0.147832791621911,2.97737966446076e-80,1.94736509413944e-78,"BBX","56987"
"373","ENSG00000099331",744.945835205296,-2.4182218504279,0.128458064474516,3.1138009416095e-80,2.03117541741639e-78,"MYO9B","4650"
"374","ENSG00000149177",1606.52404209638,-3.28718344427232,0.174681227656878,6.91010055517422e-80,4.49559778028536e-78,"PTPRJ","5795"
"375","ENSG00000049283",561.997620781983,3.60371089071474,0.191777549884852,1.32002407169083e-79,8.56514031914314e-78,"EPN3","55040"
"376","ENSG00000157657",828.604114028296,-3.68064318923872,0.196002248504388,1.69941677757993e-79,1.09977824020325e-77,"ZNF618","114991"
"377","ENSG00000099256",718.036322695768,-2.92203018797611,0.155817668218664,1.76947287686945e-79,1.14210161186781e-77,"PRTFDC1","56952"
"378","ENSG00000081026",521.388387726635,-3.2583032632654,0.173806684156325,2.60678446325063e-79,1.67812605066006e-77,"MAGI3","260425"
"379","ENSG00000175040",293.719757921776,3.92073896929579,0.209073565490793,2.79979825473274e-79,1.7976610417233e-77,"CHST2","9435"
"380","ENSG00000132109",860.338656565378,2.41780537985427,0.12934705801713,3.77201933351922e-79,2.41556966561948e-77,"TRIM21","6737"
"381","ENSG00000156218",343.895089404291,-3.8897994530113,0.207764873628533,4.99642783499648e-79,3.1913381642958e-77,"ADAMTSL3","57188"
"382","ENSG00000156110",554.306904225465,-3.65779046830333,0.195430470128244,5.42546502336199e-79,3.45637352280518e-77,"ADK","132"
"383","ENSG00000106804",1349.01622814546,-3.20004765083919,0.171077814765952,5.46106524222005e-79,3.47004008279615e-77,"C5","727"
"384","ENSG00000185989",413.002479287193,-3.61268177368759,0.193042073942622,5.58676813351338e-79,3.54074062043108e-77,"RASA3","22821"
"385","ENSG00000035403",7579.6465109375,-2.36010997360158,0.12665733572231,1.1176656397866e-78,7.06520235748608e-77,"VCL","7414"
"386","ENSG00000136111",730.666001105934,-2.77954527227033,0.149068384612122,1.14682161605236e-78,7.23087243622522e-77,"TBC1D4","9882"
"387","ENSG00000038532",423.185063672733,-3.3966272628403,0.182004949148512,1.3728824943251e-78,8.61194090493905e-77,"CLEC16A","23274"
"388","ENSG00000183496",1346.12117734821,3.0337156127433,0.162674015227016,1.37064837688997e-78,8.61194090493905e-77,"MEX3B","84206"
"389","ENSG00000118257",2105.5876736361,-2.75981936162949,0.148130840351155,1.49493886103856e-78,9.35366465425837e-77,"NRP2","8828"
"390","ENSG00000090975",451.044114878384,-3.13484201751322,0.168222249954694,1.93224593910103e-78,1.20590829893972e-76,"PITPNM2","57605"
"391","ENSG00000012171",1403.51267338432,2.3235834914844,0.124971456898626,2.39789730842327e-78,1.49272150466237e-76,"SEMA3B","7869"
"392","ENSG00000073849",422.075275259,-3.41725591189184,0.18357809420961,3.37123789167639e-78,2.09332536124422e-76,"ST6GAL1","6480"
"393","ENSG00000143061",1329.06087211151,-2.7565926216403,0.14833843045508,3.63799292665827e-78,2.2532589018219e-76,"IGSF3","3321"
"394","ENSG00000114126",400.657010585589,-3.80405070502946,0.204371839753383,3.81544394182228e-78,2.3572139436039e-76,"TFDP2","7029"
"395","ENSG00000250337",426.12915866405,3.90848042111214,0.210003669340681,3.96041606885692e-78,2.44063127941843e-76,"PURPL","643401"
"396","ENSG00000103269",618.355711312203,3.36273809054253,0.180986450373789,6.26401865935893e-78,3.8505660565939e-76,"RHBDL1","9028"
"397","ENSG00000059122",2549.46256145916,1.87479579511945,0.10099714968198,6.44162570221121e-78,3.94984383995336e-76,"FLYWCH1","84256"
"398","ENSG00000181220",1024.53986961327,2.18642024092256,0.118211144904943,1.52489742997978e-77,9.32697238531522e-76,"ZNF746","155061"
"399","ENSG00000096060",1178.83732131907,-2.42401524849126,0.131094363275871,1.62613457757408e-77,9.92144347864666e-76,"FKBP5","2289"
"400","ENSG00000167081",475.616257605934,-3.37815293870766,0.182369344636513,1.80140268994179e-77,1.09635245102239e-75,"PBX3","5090"
"401","ENSG00000105976",4388.9870462982,-2.77281671061357,0.149945446680772,2.00254189008679e-77,1.21575111233066e-75,"MET","4233"
"402","ENSG00000167693",333.928377961499,-4.25943193301319,0.230016279508177,2.13548034809498e-77,1.29325744438828e-75,"NXN","64359"
"403","ENSG00000156970",803.521011959586,-3.20634697907747,0.17338249877621,2.87406437911342e-77,1.73626051789445e-75,"BUB1B","701"
"404","ENSG00000108557",1349.68996272915,-2.67004302476664,0.144828812254292,5.19060610055004e-77,3.12800972550838e-75,"RAI1","10743"
"405","ENSG00000197780",838.023524961586,2.31325797131606,0.125695430947075,8.03418186135458e-77,4.82976417925107e-75,"TAF13","6884"
"406","ENSG00000069275",8675.04184396785,-1.91381002892242,0.103925747751025,9.31826620713995e-77,5.58799792817901e-75,"NUCKS1","64710"
"407","ENSG00000102181",1038.70125355615,-2.43810964470447,0.132580442975174,1.05646704375502e-76,6.31999199565348e-75,"CD99L2","83692"
"408","ENSG00000144597",1427.97635904223,2.30812145355306,0.125574878353917,1.2340796656141e-76,7.36454305560024e-75,"EAF1","85403"
"409","ENSG00000140450",399.054196149378,3.23943645281585,0.176109274147244,1.81500880466272e-76,1.08050293572725e-74,"ARRDC4","91947"
"410","ENSG00000147416",2757.90217979962,2.05251755511233,0.111775680961262,2.00948504714426e-76,1.19338110777984e-74,"ATP6V1B2","526"
"411","ENSG00000116191",394.700006670772,-4.15924848307187,0.226259463284694,2.67567549481387e-76,1.58517615607004e-74,"RALGPS2","55103"
"412","ENSG00000197971",539.935920222578,-3.05558743095338,0.166999537567798,9.48357091196502e-76,5.60490466886183e-74,"MBP","4155"
"413","ENSG00000095002",809.437644795611,-2.75466298706423,0.150716605829058,1.03821529355922e-75,6.12122752527089e-74,"MSH2","4436"
"414","ENSG00000146376",1314.77727541979,-3.14895237330875,0.172128611514585,1.07618858085738e-75,6.32989863853454e-74,"ARHGAP18","93663"
"415","ENSG00000149547",3543.10648276589,1.85329187024104,0.101350066922743,1.11538551671783e-75,6.54475133218617e-74,"EI24","9538"
"416","ENSG00000177943",1087.09350546833,2.97926876817189,0.162952474140302,1.14539939373901e-75,6.70482361103504e-74,"MAMDC4","158056"
"417","ENSG00000081913",288.519484333494,-4.4585239674982,0.24382674996985,1.44955627466127e-75,8.46506351157549e-74,"PHLPP1","23239"
"418","ENSG00000090776",1397.50470262027,2.00017157356568,0.109620632754794,1.82353383759834e-75,1.06237088918704e-73,"EFNB1","1947"
"419","ENSG00000175029",1825.64141643425,-2.16066614817323,0.118543528425398,2.20365233698528e-75,1.28078153718574e-73,"CTBP2","1488"
"420","ENSG00000180357",1024.05589835629,-3.74329873413608,0.205218666721068,3.72137529090692e-75,2.15778183829962e-73,"ZNF609","23060"
"421","ENSG00000198826",1110.76932116719,-2.59591600097413,0.142703857806611,4.40393342906411e-75,2.54753007581734e-73,"ARHGAP11A","9824"
"422","ENSG00000151718",585.921237473484,-3.16768975693942,0.174064644484659,6.30087484015318e-75,3.63627193422205e-73,"WWC2","80014"
"423","ENSG00000176974",1155.04718687953,-2.41394674516558,0.133196119059665,1.37839245577901e-74,7.93611074246287e-73,"SHMT1","6470"
"424","ENSG00000141429",1181.28053996679,-2.18416035001654,0.120531891388248,1.49148157520942e-74,8.56711208317598e-73,"GALNT1","2589"
"425","ENSG00000130684",1460.17359227105,2.72432722302554,0.150329316928382,1.70134012806757e-74,9.74971245820403e-73,"ZNF337","26152"
"426","ENSG00000162772",4772.73754300648,5.75322128273478,0.317956040423442,1.86217152928928e-74,1.06464990906476e-72,"ATF3","467"
"427","ENSG00000127870",2666.04563674633,2.16877188930493,0.119764762912358,1.88792650624339e-74,1.07686449810771e-72,"RNF6","6049"
"428","ENSG00000148700",976.679776204662,-2.64962926987342,0.146413730980046,2.5401446522915e-74,1.4455250089734e-72,"ADD3","120"
"429","ENSG00000101333",339.180824500282,-4.34642857300589,0.239921999187767,3.34037621282834e-74,1.89651405953798e-72,"PLCB4","5332"
"430","ENSG00000160691",14465.7712280783,2.04741862086252,0.113295393277568,4.14560163942549e-74,2.34824876236002e-72,"SHC1","6464"
"431","ENSG00000127946",501.631026484392,-3.79584122656462,0.20962400412204,4.19724944558771e-74,2.37202620165737e-72,"HIP1","3092"
"432","ENSG00000151474",1144.15615606054,-2.31113298484758,0.127985835003983,4.49163840251413e-74,2.53256126663136e-72,"FRMD4A","55691"
"433","ENSG00000174891",289.193836377577,-4.4096044316358,0.24372885347618,5.02586302294675e-74,2.82727849458291e-72,"RSRC1","51319"
"434","ENSG00000078369",3022.62342152095,-1.87919877841532,0.104072994141834,6.98104940636794e-74,3.91817388535438e-72,"GNB1","2782"
"435","ENSG00000204256",10237.9148690419,1.92563266054817,0.106723455176557,8.21765995927552e-74,4.601701959387e-72,"BRD2","6046"
"436","ENSG00000146143",350.644403188418,-3.96878839139591,0.219883725259942,1.20871590016577e-73,6.7531150076004e-72,"PRIM2","5558"
"437","ENSG00000213523",1754.71493741143,2.0171128818103,0.112103468900669,1.77094172503311e-73,9.87179265679252e-72,"SRA1","10011"
"438","ENSG00000253438",1311.69984717158,2.70385400850996,0.150386467104393,2.22583668786932e-73,1.23793869486102e-71,"PCAT1","100750225"
"439","ENSG00000136492",438.753079138712,-3.42741540916675,0.190514973225302,3.20970563582021e-73,1.78109615678195e-71,"BRIP1","83990"
"440","ENSG00000065833",840.960617175916,-2.21467880201195,0.123466127296999,4.04882718673661e-73,2.24166104760923e-71,"ME1","4199"
"441","ENSG00000222009",633.953642371403,2.46736675075274,0.137678404779646,5.40862610545521e-73,2.9877786596509e-71,"BTBD19","149478"
"442","ENSG00000147202",274.83807307719,-4.11354746217836,0.229033335704386,5.9175883023109e-73,3.26158850091639e-71,"DIAPH2","1730"
"443","ENSG00000075223",1741.57811948433,-2.81379183278193,0.156929339814338,5.94428662299403e-73,3.26895780273934e-71,"SEMA3C","10512"
"444","ENSG00000213742",1389.24467901501,2.50832998245116,0.14002410603409,6.32816883206416e-73,3.47228181082858e-71,"ZNF337-AS1","102724826"
"445","ENSG00000156535",1649.46350014487,-2.34350833123218,0.130856623959493,6.56183164876906e-73,3.59245635824461e-71,"CD109","135228"
"446","ENSG00000151693",793.816939096142,-2.58185926629226,0.144144960247595,6.85919313922076e-73,3.74689153954716e-71,"ASAP2","8853"
"447","ENSG00000141376",352.027732922473,-3.27868353035625,0.182751150794379,7.23828893419362e-73,3.94518917086593e-71,"BCAS3","54828"
"448","ENSG00000137845",2297.07138217046,-2.77361200598935,0.154888938443174,8.69335359768945e-73,4.72775795322681e-71,"ADAM10","102"
"449","ENSG00000032389",336.896727651639,-3.49727279659757,0.195313792987885,1.50744695806918e-72,8.17990078331034e-71,"EIPR1","7260"
"450","ENSG00000006016",761.681416324622,3.5461411454081,0.198419729901362,2.82143252822271e-72,1.52762197836023e-70,"CRLF1","9244"
"451","ENSG00000066933",300.050123797492,-4.19499986064366,0.234847969633366,3.37275088737041e-72,1.82210266551837e-70,"MYO9A","4649"
"452","ENSG00000138735",649.203322038775,-3.40395144490083,0.19065482592776,3.67495433108392e-72,1.98100230502187e-70,"PDE5A","8654"
"453","ENSG00000131480",406.81453679493,4.33416339989463,0.242769992253439,3.85291278389636e-72,2.07237701426811e-70,"AOC2","314"
"454","ENSG00000144485",2239.78477194791,2.78350640409786,0.156238575143625,4.50642275184823e-72,2.41857835524248e-70,"HES6","55502"
"455","ENSG00000112655",1133.18941976809,-2.4400016153769,0.137290349028642,7.66566028648323e-72,4.09620152171186e-70,"PTK7","5754"
"456","ENSG00000169855",291.360261724957,-5.13214908134772,0.288665885179354,9.30200794934718e-72,4.94903143109845e-70,"ROBO1","6091"
"457","ENSG00000103381",572.298955095533,-3.10064776509972,0.174447457197707,1.25836311536345e-71,6.68049180314274e-70,"CPPED1","55313"
"458","ENSG00000135842",761.002345743741,-3.55560623577628,0.199935869021219,1.36904641759937e-71,7.25239772882498e-70,"NIBAN1","116496"
"459","ENSG00000072110",4536.34662734217,-2.02013615963861,0.113877653368782,1.6672167568516e-71,8.81289340415933e-70,"ACTN1","87"
"460","ENSG00000150867",1035.71239902945,-3.5100830690401,0.197539656588092,1.75318927206822e-71,9.24741360774565e-70,"PIP4K2A","5305"
"461","ENSG00000170485",493.28662231607,-3.36557357897713,0.189487463707217,1.88192063521876e-71,9.90512176395074e-70,"NPAS2","4862"
"462","ENSG00000131153",721.787002208347,-2.48775649839362,0.140368542816323,1.88696658233106e-71,9.91041314022138e-70,"GINS2","51659"
"463","ENSG00000171310",276.748043650105,-3.97687446999962,0.223859736945119,1.99726020487752e-71,1.04672651805622e-69,"CHST11","50515"
"464","ENSG00000004864",557.040474751575,-3.17653608171767,0.179050071257931,2.4032603748266e-71,1.256818064251e-69,"SLC25A13","10165"
"465","ENSG00000156299",311.891782124867,-4.06350997639491,0.22909064536849,3.22475483333896e-71,1.68284174036819e-69,"TIAM1","7074"
"466","ENSG00000180008",1660.303586446,2.26753593015619,0.128183347094252,3.3210506261107e-71,1.72941419759272e-69,"SOCS4","122809"
"467","ENSG00000152558",3669.02760668485,-1.65340769009861,0.0933924666191529,6.12893918568631e-71,3.18484091964678e-69,"TMEM123","114908"
"468","ENSG00000138190",438.830197328189,-3.21286211394537,0.182103384148805,1.40278572061945e-70,7.27402227687806e-69,"EXOC6","54536"
"469","ENSG00000117036",1815.10607490307,2.3926252086011,0.135886476898796,1.41660707579373e-70,7.33019446160188e-69,"ETV3","2117"
"470","ENSG00000158169",292.768956174015,-3.73057890835159,0.211396142389309,1.60500606191673e-70,8.28757551171193e-69,"FANCC","2176"
"471","ENSG00000066084",597.806939464826,-2.62365122627559,0.149020127743485,1.63248315400339e-70,8.41174670551284e-69,"DIP2B","57609"
"472","ENSG00000244509",2872.3093596291,1.91712750651982,0.108849050353864,1.83876331315078e-70,9.45478989133104e-69,"APOBEC3C","27350"
"473","ENSG00000080839",353.571113606376,-3.68936521856441,0.209182202564139,1.91191539305047e-70,9.8103658672278e-69,"RBL1","5933"
"474","ENSG00000154803",2063.06795336883,2.26329437544276,0.128845278523343,2.96944025675856e-70,1.51732210786494e-68,"FLCN","201163"
"475","ENSG00000132549",441.684541502702,-3.03397827907043,0.172674776502526,4.39495282391075e-70,2.24106045555216e-68,"VPS13B","157680"
"476","ENSG00000172340",1241.72607490632,-2.89204103541001,0.164736993064366,5.03616978592074e-70,2.56269992405141e-68,"SUCLG2","8801"
"477","ENSG00000105327",989.821431212897,2.07971499401336,0.118566998066366,5.273475336903e-70,2.67789916331718e-68,"BBC3","27113"
"478","ENSG00000141627",359.471662872041,-4.48315927867271,0.25534416842163,6.93535026344893e-70,3.51453173371099e-68,"DYM","54808"
"479","ENSG00000136141",520.880676285835,-2.63161866669338,0.150203232999274,7.42428916094809e-70,3.75454722166132e-68,"LRCH1","23143"
"480","ENSG00000136819",4189.13369642613,2.000100030469,0.114226171217306,9.91343335325208e-70,5.00302016162991e-68,"C9orf78","51759"
"481","ENSG00000165914",272.16731635166,-3.85500548927489,0.220007725945354,1.47392094985081e-69,7.4231743607784e-68,"TTC7B","145567"
"482","ENSG00000064393",863.388608718385,-3.43915516822421,0.19636022546162,1.53743752259513e-69,7.72719879440384e-68,"HIPK2","28996"
"483","ENSG00000101928",833.703462767068,2.34228966705154,0.134082191258758,1.61221671191761e-69,8.08647020310902e-68,"MOSPD1","56180"
"484","ENSG00000169914",435.316998738755,2.91970199251162,0.167126657301941,2.31970661177488e-69,1.16113151157148e-67,"OTUD3","23252"
"485","ENSG00000159023",279.79791378624,-4.05356837175834,0.23180872884654,2.7130866407435e-69,1.35527242438933e-67,"EPB41","2035"
"486","ENSG00000167447",1164.04814662589,2.19764640868379,0.126019994489111,2.84753465744844e-69,1.41954232811459e-67,"SMG8","55181"
"487","ENSG00000006704",287.165800381318,-3.81410034789658,0.21814893824948,2.87779805737025e-69,1.43171912683814e-67,"GTF2IRD1","9569"
"488","ENSG00000198363",15090.7428525686,-2.16355131269649,0.124106151570466,3.22097558631207e-69,1.59920785841045e-67,"ASPH","444"
"489","ENSG00000198538",922.984871941695,2.26335260025513,0.129861380098025,3.28974057149242e-69,1.63004983832312e-67,"ZNF28","7576"
"490","ENSG00000106070",1100.11833008214,-2.95701597432392,0.169445304553663,3.33815024839468e-69,1.65070183754791e-67,"GRB10","2887"
"491","ENSG00000120802",4381.06207214229,-1.71092444306845,0.0980115793411231,4.2659011189789e-69,2.10522649386711e-67,"TMPO","7112"
"492","ENSG00000074527",2518.93679931352,-2.36730223376422,0.136002679963837,4.83969444587784e-69,2.38359810590453e-67,"NTN4","59277"
"493","ENSG00000163697",272.316245866636,-4.57987744306411,0.262657335154371,5.512545330157e-69,2.70954307240001e-67,"APBB2","323"
"494","ENSG00000173517",297.036752144519,-4.88664868969436,0.280485861526136,5.99222585515149e-69,2.93942647098601e-67,"PEAK1","79834"
"495","ENSG00000100911",2860.26083807314,1.73474551600588,0.0995093798084285,6.10975306871433e-69,2.99109607817079e-67,"PSME2","5721"
"496","ENSG00000165304",428.810065986256,-3.44900414226159,0.197913962090303,7.18167921360338e-69,3.50886545960259e-67,"MELK","9833"
"497","ENSG00000140396",620.311247607246,-3.51688592381375,0.201818564575289,7.47898264315917e-69,3.64685899182435e-67,"NCOA2","10499"
"498","ENSG00000162783",3215.3065913324,2.69660191590967,0.155071707007506,7.7545886369816e-69,3.77374594244539e-67,"IER5","51278"
"499","ENSG00000198373",497.930701487839,-4.30113331055404,0.246877654686894,7.94314458642823e-69,3.85785162913515e-67,"WWP2","11060"
"500","ENSG00000101782",2054.78646775228,1.94714105667189,0.111966138121999,8.68526796759805e-69,4.20995192571694e-67,"RIOK3","8780"
"501","ENSG00000119986",716.365379143065,2.4927445416603,0.143471891010127,8.74821571021467e-69,4.23210032987052e-67,"AVPI1","60370"
"502","ENSG00000100033",1117.89299817891,2.29908663023252,0.13239614886509,9.93304763600475e-69,4.79582400331277e-67,"PRODH","5625"
"503","ENSG00000132670",1163.04440497659,-2.75092449165301,0.158309401363444,1.01101799772041e-68,4.87175607663822e-67,"PTPRA","5786"
"504","ENSG00000075213",332.302816415776,-4.75644128760079,0.27349093381806,1.1044315821273e-68,5.31144968918361e-67,"SEMA3A","10371"
"505","ENSG00000152377",529.565189903193,-2.85973742552676,0.164597060562182,1.17101755540269e-68,5.6206551039847e-67,"SPOCK1","6695"
"506","ENSG00000170430",590.157905484639,-2.93466013836511,0.168930661276793,1.30355760343219e-68,6.24460104284792e-67,"MGMT","4255"
"507","ENSG00000076604",4391.57634572835,1.72399947800055,0.0991924237115207,1.56643059810523e-68,7.4892482026758e-67,"TRAF4","9618"
"508","ENSG00000133216",286.925396838838,-5.49364932842371,0.316834359542448,1.59127982313758e-68,7.59325296149715e-67,"EPHB2","2048"
"509","ENSG00000114346",2214.28882539352,-1.94392721981062,0.112006235388817,1.60437709772529e-68,7.64088486910837e-67,"ECT2","1894"
"510","ENSG00000143622",1129.73035192431,2.10435615974216,0.121359347727232,1.71960342306833e-68,8.17378161968933e-67,"RIT1","6016"
"511","ENSG00000140694",622.876582444749,-3.2593864381033,0.187637675983826,1.72842611191976e-68,8.1998273205137e-67,"PARN","5073"
"512","ENSG00000069702",329.683303205989,-4.42819446721566,0.25492937972151,1.87712263544655e-68,8.88806696517327e-67,"TGFBR3","7049"
"513","ENSG00000186480",2500.16892697828,-2.35443099324101,0.135882762926118,1.92754149027042e-68,9.10921197145717e-67,"INSIG1","3638"
"514","ENSG00000090061",3153.05060016521,1.7565383207487,0.101205756379444,2.23490265467903e-68,1.05212010386396e-66,"CCNK","8812"
"515","ENSG00000163293",492.986337087984,2.85482001428546,0.164743207695947,2.56263974030373e-68,1.20409702893543e-66,"NIPAL1","152519"
"516","ENSG00000121152",664.413544686311,-2.57817804015294,0.148933027472501,2.77174257879012e-68,1.29985717456951e-66,"NCAPH","23397"
"517","ENSG00000143850",1594.02222865868,-1.95398250737791,0.112853483458879,3.23426034005675e-68,1.51386838474374e-66,"PLEKHA6","22874"
"518","ENSG00000169410",805.422223982949,-2.50294471499436,0.144709557617889,3.42029197738633e-68,1.59789526341628e-66,"PTPN9","5780"
"519","ENSG00000110921",797.239992361006,-2.44662365192735,0.141510658186313,3.77157715745921e-68,1.75865918138787e-66,"MVK","4598"
"520","ENSG00000126524",3161.66394679412,1.88675153146761,0.10899903700181,3.90517973520687e-68,1.81750177163983e-66,"SBDS","51119"
"521","ENSG00000181649",3690.48705490881,2.64584992081331,0.153008991867764,4.03999966936242e-68,1.8766869676222e-66,"PHLDA2","7262"
"522","ENSG00000105290",1473.00656468409,2.62746987747636,0.152096475713259,5.35798566291761e-68,2.48422144337203e-66,"APLP1","333"
"523","ENSG00000160746",314.22478768804,-3.36371657796951,0.194507518552716,7.02036975357359e-68,3.24884167822452e-66,"ANO10","55129"
"524","ENSG00000163132",793.598227375687,2.46007917817707,0.142735875320383,9.67973436473862e-68,4.47108935525319e-66,"MSX1","4487"
"525","ENSG00000063587",1556.74849978824,2.05769596643037,0.119377888009661,1.07901745808478e-67,4.97463556286567e-66,"ZNF275","10838"
"526","ENSG00000169432",481.228174540944,-3.3370783548568,0.193369557110572,1.29094211573283e-67,5.94051355958332e-66,"SCN9A","6335"
"527","ENSG00000088812",1167.03630063491,-2.3637415296241,0.137315152506873,1.3651663664724e-67,6.27030626787802e-66,"ATRN","8455"
"528","ENSG00000131069",1231.15718073929,-2.09386533557746,0.121623402060884,1.4886405790465e-67,6.82465186584553e-66,"ACSS2","55902"
"529","ENSG00000122359",6184.78851195358,-1.65642758762951,0.0959853497423861,1.53984876190174e-67,7.04624451178431e-66,"ANXA11","311"
"530","ENSG00000205213",3100.44033247783,-2.59208955367268,0.150650385546595,1.72331621262298e-67,7.87109436629496e-66,"LGR4","55366"
"531","ENSG00000102096",1136.55051627885,2.72492004638193,0.158318678708375,1.7376587546532e-67,7.9218506088065e-66,"PIM2","11040"
"532","ENSG00000181026",4268.06532275425,1.87771889062615,0.109061449344508,1.97739894369715e-67,8.99808235474212e-66,"AEN","64782"
"533","ENSG00000086544",732.176944240589,2.71165362154831,0.157770942493995,2.61402791858908e-67,1.18730116220804e-65,"ITPKC","80271"
"534","ENSG00000182240",1432.6065549301,-2.07625155189996,0.120966387747966,3.72390147787383e-67,1.68828339275067e-65,"BACE2","25825"
"535","ENSG00000197530",1331.4967765838,2.32302899384886,0.135455934980272,4.13523723705299e-67,1.87130929360145e-65,"MIB2","142678"
